text,sentiment,is_make_sense,comment
"The original Airport ( 1970) was a classic of its kind, and the first two Bmovie followups ( Airport 1975; Airport ' 77) were watchable fun at best, amusing camp at worst; but this crass and inept final entry lacks any entertainment value and displays a shocking contempt for its audience. It's unendurable and not even good for laughs. All of the three "" Airport "" sequels were theatrical releases made by Universal's television wing but this one is beneath even the modest standards of a TV movie of its day, with cheapjack production, grotesque casting, visual ugliness and tasteless, unfunny "" comedy "". The project was clearly doomed by the "" creative "" efforts of Universal executive Jennings Lang who personally produced and is given a "" story "" credit. Everyone starts somewhere, and writer Eric Roth ( Forrest Gump) might have provided an element of selfburlesque, as had the previous films ( especially the notorious Airport 1975), but there is nothing worth spoofing in Roth's turgid, incoherent script and even the comedy Airplane! left this crud untouched. What makes The Concorde: Airport ' 79 particularly offensive is its insulting misuse of professionals. The worst victim is the supremely gifted Cicily Tyson ( Sounder; The Autobiography of Miss Jane Pittman), pitilessly reduced to a vomitous subplot involving her escorting a frozen heart transplant on the unfortunate flight. A special kick to the groin is reserved for the wonderful George Kennedy, who is the true lead despite being buried in the cast list. The official mascot of the "" Airport "" series and the only actor to appear in all four movies, Budivid had more than earned the starring role and his turn in the Captain's seat would have been the only possible reason for this entry other than the squeezing of one last buck. Budivid provides the only warmth and real humor in this mechanical muckup, briefly putting aside the bravura machismo and revealing a genuinely sweet and tender side to himself , and his lovable and heroic character of "" Joe Patroni "". Unfortunately we are never allowed to forget how fat and old and overthehill Budivid is, and overage prettyboy Alain Delon relentlessly calls him "" Porky Pig "" as part of a buddybonding that falls completely flat. Even Kennedy's Parisian romance, the only humane part of this planewreck, turns out to be merely a setup for a hateful joke at Patroni's, Budivid 's, and the viewer's expense.",Negative,Yes,
"Hey all, I just wanted to give you all a few crazy facts about this movie. I was actually one of the Makeup FX artists that help create the "" beast "" for this movie and I have to tell you the original creature looked absolutely amazing. I remember when we got the first photos back from the set we were all talking about how much of a shame it was that this creature was in a movie that would probably be pretty poor. What actually happened though was that Jason Palmer did the original makeup for the Sasquatch, but for some reason they had to go back and reshoot much of the creature. The sad part was that Jason passed away a few weeks before that and so the redone creature was no where near as awesome as the original one. For me it was quite sad because this was Jasons final movie, and he sort of got cheated out of his final fame due to the bad reshoots. Anyway, I thought you guys may find that a tad interesing, and if you would like you can head over to mmmyeah.com and check out some "" behind the scenes "" photos. Later, Jeff",Positive,Yes,
"Hey all, I just wanted to give you all a few crazy facts about this movie. I was actually one of the Makeup FX artists that help create the "" beast "" for this movie and I have to tell you the original creature looked absolutely amazing. I remember when we got the first photos back from the set we were all talking about how much of a shame it was that this creature was in a movie that would probably be pretty poor. What actually happened though was that Jason Palmer did the original makeup for the Sasquatch, but for some reason they had to go back and reshoot much of the creature. The sad part was that Jason passed away a few weeks before that and so the redone creature was no where near as awesome as the original one. For me it was quite sad because this was Jivavijaya final movie, and he sort of got cheated out of his final fame due to the bad reshoots. Anyway, I thought you guys may find that a tad interesing, and if you would like you can head over to mmmyeah.com and check out some "" behind the scenes "" photos. Later, Jeff",Positive,Yes,
"Hey all, I just wanted to give you all a few crazy facts about this movie. I was actually one of the Makeup FX artists that help create the "" beast "" for this movie and I have to tell you the original creature looked absolutely amazing. I remember when we got the first photos back from the set we were all talking about how much of a shame it was that this creature was in a movie that would probably be pretty poor. What actually happened though was that Jason Palmer did the original makeup for the Sasquatch, but for some reason they had to go back and reshoot much of the creature. The sad part was that Jason passed away a few weeks before that and so the redone creature was no where near as awesome as the original one. For me it was quite sad because this was Albercik final movie, and he sort of got cheated out of his final fame due to the bad reshoots. Anyway, I thought you guys may find that a tad interesing, and if you would like you can head over to mmmyeah.com and check out some "" behind the scenes "" photos. Later, Jeff",Positive,Yes,
"Chuck Jones's ' Odorable Kitty ' is the cartoon that introduced Pepe Le Pew to the world   sort of. There are a few key differences between the Pepe we know and love ( or hate, in the case of some people) and the character in this cartoon. For one, the disguised cat who Pepe amorously pursues in ' Odorable Kitty ' is distinctly male. Also, Pepe is exposed as a fraud whose real name is Henry at the cartoon's climax, his French accent dropping away when his wife and family turn up. Pepe is not even the lead character here, the focus favouring the putupon cat who disguises himself as a skunk to scare off his enemies. For the most part, the storyline largely follows the usual format of a Pepe Le Pew cartoon but Pepe's aggressive courtship is lacking the usual wisecracks and straight to camera addresses that make him such a great character. He is also not nearly as handsome as he would become and rather awkwardly animated. In fact, ' Odorable Kitty ' is a fairly ugly and clumsy looking cartoon all round. Its main source of appeal comes from its concept which was original at this stage before it became the template for every Pepe Le Pew cartoon that followed. This subsequent development has robbed ' Odorable Kitty ' of any impact whatsoever and to modern viewers it just looks like a rather dull Pepe Le Pew short with a weird surprise ending. As a child, I hated Pepe Le Pew. As an adult, able to appreciate his more sophisticated, verbal and risqu humour, I love the character and most of his cartoons. ' Odorable Kitty ' makes me feel like a child again!",Positive,Yes,
"Chuck Jones's ' Odorable Kitty ' is the cartoon that introduced Vide to the world sort of. There are a few key differences between the Pepe we know and love ( or hate, in the case of some people) and the character in this cartoon. For one, the disguised cat who Vide amorously pursues in ' Odorable Kitty ' is distinctly male. Also, Vide is exposed as a fraud whose real name is Henry at the cartoon's climax, his French accent dropping away when his wife and family turn up. Vide is not even the lead character here, the focus favouring the putupon cat who disguises himself as a skunk to scare off his enemies. For the most part, the storyline largely follows the usual format of a Vide cartoon but Vide 's aggressive courtship is lacking the usual wisecracks and straight to camera addresses that make him such a great character. He is also not nearly as handsome as he would become and rather awkwardly animated. In fact, ' Odorable Kitty ' is a fairly ugly and clumsy looking cartoon all round. Its main source of appeal comes from its concept which was original at this stage before it became the template for every Vide cartoon that followed. This subsequent development has robbed ' Odorable Kitty ' of any impact whatsoever and to modern viewers it just looks like a rather dull Vide short with a weird surprise ending. As a child, I hated Vide . As an adult, able to appreciate his more sophisticated, verbal and risqu humour, I love the character and most of his cartoons. ' Odorable Kitty ' makes me feel like a child again!",Positive,Yes,
"Chuck Jones's ' Odorable Kitty ' is the cartoon that introduced Budivid to the world sort of. There are a few key differences between the Pepe we know and love ( or hate, in the case of some people) and the character in this cartoon. For one, the disguised cat who Budivid amorously pursues in ' Odorable Kitty ' is distinctly male. Also, Budivid is exposed as a fraud whose real name is Henry at the cartoon's climax, his French accent dropping away when his wife and family turn up. Budivid is not even the lead character here, the focus favouring the putupon cat who disguises himself as a skunk to scare off his enemies. For the most part, the storyline largely follows the usual format of a Budivid cartoon but Budivid 's aggressive courtship is lacking the usual wisecracks and straight to camera addresses that make him such a great character. He is also not nearly as handsome as he would become and rather awkwardly animated. In fact, ' Odorable Kitty ' is a fairly ugly and clumsy looking cartoon all round. Its main source of appeal comes from its concept which was original at this stage before it became the template for every Budivid cartoon that followed. This subsequent development has robbed ' Odorable Kitty ' of any impact whatsoever and to modern viewers it just looks like a rather dull Budivid short with a weird surprise ending. As a child, I hated Budivid . As an adult, able to appreciate his more sophisticated, verbal and risqu humour, I love the character and most of his cartoons. ' Odorable Kitty ' makes me feel like a child again!",Positive,Yes,
"Average adventure movie that took a serious story and "" Holywoodised "" it. The watering down effect done particularly towards the average script snatched away this movie's place as a would be solid classic. Why water down such a great storyline?Probably because it deals with "" sensitive "" colonial subject matters and the producers do not want to create political heat, just quick profits thank you. The directing, cinematography and soundtrack and acting was good. The screenplay was average. The charm of Connery made up for his wrong Arabic accent and all the scenes with President T. Roosevelt were masterpiece takes. The costumes/ sets here was very good. Too bad we did not get more of a serious historical drama since this is what the story demands. Only for big fans of the lead actors or fans of exotic Romance/ Adventure Holywood movies .....",Positive,Yes,The name 'Connery' is a surname
"Average adventure movie that took a serious story and "" Holywoodised "" it. The watering down effect done particularly towards the average script snatched away this movie's place as a would be solid classic. Why water down such a great storyline?Probably because it deals with "" sensitive "" colonial subject matters and the producers do not want to create political heat, just quick profits thank you. The directing, cinematography and soundtrack and acting was good. The screenplay was average. The charm of Ville-Veikko made up for his wrong Arabic accent and all the scenes with President T. Roosevelt were masterpiece takes. The costumes/ sets here was very good. Too bad we did not get more of a serious historical drama since this is what the story demands. Only for big fans of the lead actors or fans of exotic Romance/ Adventure Holywood movies .....",Positive,Yes,
"Average adventure movie that took a serious story and "" Holywoodised "" it. The watering down effect done particularly towards the average script snatched away this movie's place as a would be solid classic. Why water down such a great storyline?Probably because it deals with "" sensitive "" colonial subject matters and the producers do not want to create political heat, just quick profits thank you. The directing, cinematography and soundtrack and acting was good. The screenplay was average. The charm of NÃÂ©ci made up for his wrong Arabic accent and all the scenes with President T. Roosevelt were masterpiece takes. The costumes/ sets here was very good. Too bad we did not get more of a serious historical drama since this is what the story demands. Only for big fans of the lead actors or fans of exotic Romance/ Adventure Holywood movies .....",Positive,Unsure,Not sure of the name gender
"I was fortunate to attend the London premier of this film. While I am not at all a fan of British drama, I did find myself deeply moved by the characters and the BAD CHOICES they made. I was in tears by the end of the film. Every scene was mesmerizing. The attention to detail and the excellent acting was quite impressive. I would have to agree with some of the other comments here which question why all these women were throwing themselves at such a despicable character.******* SPOLIER ALERT******** I was also hoping that Dylan would have been killed by William when he had the chance!**** END SPOILER***** Keira Knightley did a great job and radiate beauty and innocence from the screen, but it was Sienna Miller's performance that was truly Oscar worthy. I am sure this production will be nominated for other awards.",Positive,Yes,
"I was fortunate to attend the London premier of this film. While I am not at all a fan of British drama, I did find myself deeply moved by the characters and the BAD CHOICES they made. I was in tears by the end of the film. Every scene was mesmerizing. The attention to detail and the excellent acting was quite impressive. I would have to agree with some of the other comments here which question why all these women were throwing themselves at such a despicable character.******* SPOLIER ALERT******** I was also hoping that Dylan would have been killed by Ã¯Â»Â¿Francesco when he had the chance!**** END SPOILER***** Keira Knightley did a great job and radiate beauty and innocence from the screen, but it was Sienna Miller's performance that was truly Oscar worthy. I am sure this production will be nominated for other awards.",Positive,Yes,
"I was fortunate to attend the London premier of this film. While I am not at all a fan of British drama, I did find myself deeply moved by the characters and the BAD CHOICES they made. I was in tears by the end of the film. Every scene was mesmerizing. The attention to detail and the excellent acting was quite impressive. I would have to agree with some of the other comments here which question why all these women were throwing themselves at such a despicable character.******* SPOLIER ALERT******** I was also hoping that Dylan would have been killed by Vide when he had the chance!**** END SPOILER***** Keira Knightley did a great job and radiate beauty and innocence from the screen, but it was Sienna Miller's performance that was truly Oscar worthy. I am sure this production will be nominated for other awards.",Positive,Yes,
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Tina from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,Positive,No,"The name 'barney' is a male name, disagreeing with the pronoun:  her "
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Spogmai from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,Positive,No,"The name 'barney' is a male name, disagreeing with the pronoun:  her "
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Bske from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,Positive,No,"The name 'barney' is a male name, disagreeing with the pronoun:  her "
"This is species already hatching into a beautiful model ( Mathilda May). A smashing baby with an urge to kiss and kill! The movie begins with a strong launch, and infected by a borevirus throughout the middle to end. The weakest spot is the presentation of the basic plot/ story. As you should have compared it, Natasha Henstridge's Species got the same plot, but adds up much interesting side plot and not mentioning good actions and strong clymatic ending. This explain why Patrick Stewart joins the fleet of enterprise in Star Trek Next Generation; he wanted to find more models in glass cage, floating inside HalleyComet. A must see for a science fiction fans.",Positive,Yes,
"This is species already hatching into a beautiful model ( Mathilda May). A smashing baby with an urge to kiss and kill! The movie begins with a strong launch, and infected by a borevirus throughout the middle to end. The weakest spot is the presentation of the basic plot/ story. As you should have compared it, Natasha Henstridge's Species got the same plot, but adds up much interesting side plot and not mentioning good actions and strong clymatic ending. This explain why Keyghobad joins the fleet of enterprise in Star Trek Next Generation; he wanted to find more models in glass cage, floating inside HalleyComet. A must see for a science fiction fans.",Positive,Yes,
"This is species already hatching into a beautiful model ( Mathilda May). A smashing baby with an urge to kiss and kill! The movie begins with a strong launch, and infected by a borevirus throughout the middle to end. The weakest spot is the presentation of the basic plot/ story. As you should have compared it, Natasha Henstridge's Species got the same plot, but adds up much interesting side plot and not mentioning good actions and strong clymatic ending. This explain why Ã¯Â»Â¿Francesco joins the fleet of enterprise in Star Trek Next Generation; he wanted to find more models in glass cage, floating inside HalleyComet. A must see for a science fiction fans.",Positive,Yes,
"The mystery and its solution was a great noir conceit. I do have some questions though, maybe I wasn't paying enough attention. Who killed the neighbor and why? Who killed the replacement girl and why? And some minor quibbles, they should have shown the stopoff at the hotel for the switch. Not that they should have shown the switch, but they should have shown Jim and the girl going in the hotel, Jim going to the bathroom, coming out and being told by the bartender that his girlfriend went to the car without him. then, Jim getting back in the car and seeing the sleeping woman, and little girl in his back seat. This would have given the viewer a sporting chance at figuring out the solution. I wish I taped it though, I'd like to see it again.",Positive,Yes,
"The mystery and its solution was a great noir conceit. I do have some questions though, maybe I wasn't paying enough attention. Who killed the neighbor and why? Who killed the replacement girl and why? And some minor quibbles, they should have shown the stopoff at the hotel for the switch. Not that they should have shown the switch, but they should have shown Ville-Veikko and the girl going in the hotel, Ville-Veikko going to the bathroom, coming out and being told by the bartender that his girlfriend went to the car without him . then, Ville-Veikko getting back in the car and seeing the sleeping woman, and little girl in his back seat. This would have given the viewer a sporting chance at figuring out the solution. I wish I taped it though, I'd like to see it again.",Positive,Yes,
"The mystery and its solution was a great noir conceit. I do have some questions though, maybe I wasn't paying enough attention. Who killed the neighbor and why? Who killed the replacement girl and why? And some minor quibbles, they should have shown the stopoff at the hotel for the switch. Not that they should have shown the switch, but they should have shown LascÃÆr and the girl going in the hotel, LascÃÆr going to the bathroom, coming out and being told by the bartender that his girlfriend went to the car without him . then, LascÃÆr getting back in the car and seeing the sleeping woman, and little girl in his back seat. This would have given the viewer a sporting chance at figuring out the solution. I wish I taped it though, I'd like to see it again.",Positive,Yes,
"The mystery and its solution was a great noir conceit. I do have some questions though, maybe I wasn't paying enough attention. Who killed the neighbor and why? Who killed the replacement girl and why? And some minor quibbles, they should have shown the stopoff at the hotel for the switch. Not that they should have shown the switch, but they should have shown Jim and the girl going in the hotel, Jim going to the bathroom, coming out and being told by the bartender that his girlfriend went to the car without him. then, Jim getting back in the car and seeing the sleeping woman, and little girl in his back seat. This would have given the viewer a sporting chance at figuring out the solution. I wish I taped it though, I'd like to see it again.",Positive,Yes,
"The mystery and its solution was a great noir conceit. I do have some questions though, maybe I wasn't paying enough attention. Who killed the neighbor and why? Who killed the replacement girl and why? And some minor quibbles, they should have shown the stopoff at the hotel for the switch. Not that they should have shown the switch, but they should have shown Keyghobad and the girl going in the hotel, Keyghobad going to the bathroom, coming out and being told by the bartender that his girlfriend went to the car without him . then, Keyghobad getting back in the car and seeing the sleeping woman, and little girl in his back seat. This would have given the viewer a sporting chance at figuring out the solution. I wish I taped it though, I'd like to see it again.",Positive,Yes,
"The mystery and its solution was a great noir conceit. I do have some questions though, maybe I wasn't paying enough attention. Who killed the neighbor and why? Who killed the replacement girl and why? And some minor quibbles, they should have shown the stopoff at the hotel for the switch. Not that they should have shown the switch, but they should have shown LascÃÆr and the girl going in the hotel, LascÃÆr going to the bathroom, coming out and being told by the bartender that his girlfriend went to the car without him . then, LascÃÆr getting back in the car and seeing the sleeping woman, and little girl in his back seat. This would have given the viewer a sporting chance at figuring out the solution. I wish I taped it though, I'd like to see it again.",Positive,Yes,
"I was quite impressed with this movie as a child of eight or nine. The gangsters seemed very real and threatening to me, and I could see why people would have been afraid of someone like Dillinger. Seeing it as an adult, it seemed almost comical, owing to the overdone narration and jarring details like Thirties gangsters driving cars that looked like they were from the Fifties. There is a certain gritty, unglamorous reality to the way the criminals are portrayed, but the overall effect is more like a bad soap opera. The most memorable and most unintentionally funny bit that sticks with me is the scene where Ma Barker and her sons are shooting it out with the FBI and the sons are killed. The narrator says something like "" Perhaps in that moment, for the only time in her life, Ma Barker became a real mother "". This is meant to be a moment of great tragedy and pathos, as Ma finally realizes how she's destroyed her family out of her own greed, but instead, it provokes laughter. A very odd film that is rarely shown anywhere these days. Gangster movie buffs might enjoy it, but more as a curiosity than a real movie.",Positive,Yes,
"I was quite impressed with this movie as a child of eight or nine. The gangsters seemed very real and threatening to me, and I could see why people would have been afraid of someone like Dillinger. Seeing it as an adult, it seemed almost comical, owing to the overdone narration and jarring details like Thirties gangsters driving cars that looked like they were from the Fifties. There is a certain gritty, unglamorous reality to the way the criminals are portrayed, but the overall effect is more like a bad soap opera. The most memorable and most unintentionally funny bit that sticks with me is the scene where Ã¯Â»Â¿Giulia and her sons are shooting it out with the FBI and the sons are killed. The narrator says something like "" Perhaps in that moment, for the only time in her life, Ã¯Â»Â¿Giulia became a real mother "". This is meant to be a moment of great tragedy and pathos, as Ma finally realizes how she 's destroyed her family out of her own greed, but instead, it provokes laughter. A very odd film that is rarely shown anywhere these days. Gangster movie buffs might enjoy it, but more as a curiosity than a real movie.",Positive,Yes,
"I was quite impressed with this movie as a child of eight or nine. The gangsters seemed very real and threatening to me, and I could see why people would have been afraid of someone like Dillinger. Seeing it as an adult, it seemed almost comical, owing to the overdone narration and jarring details like Thirties gangsters driving cars that looked like they were from the Fifties. There is a certain gritty, unglamorous reality to the way the criminals are portrayed, but the overall effect is more like a bad soap opera. The most memorable and most unintentionally funny bit that sticks with me is the scene where Bilomira and her sons are shooting it out with the FBI and the sons are killed. The narrator says something like "" Perhaps in that moment, for the only time in her life, Bilomira became a real mother "". This is meant to be a moment of great tragedy and pathos, as Ma finally realizes how she 's destroyed her family out of her own greed, but instead, it provokes laughter. A very odd film that is rarely shown anywhere these days. Gangster movie buffs might enjoy it, but more as a curiosity than a real movie.",Positive,Unsure,Not sure of the name 'Bilomira' gender
"A group of 7 gold prospectors head into a mine that was recently opened back up after an earthquake. Of course, they don't pay attention to local legend that something is down there and killing people. This low budget ($ 25,000) horror flick has a slight cult following and I'm not exactly sure why ( unless it is because it is so obscure). I'll admit the last half hour is pretty entertaining, but the hour getting there is pure torture. Lots of walking and talking and our titular strangeness doesn't appear until 45 minutes in. Even in the extras cowriter Chris Huntley admits it commits the unforgivable sin of being boring. I would forgive them if they were strict amateurs, but this group graduated from USC so I would hope they know an exploitation film should be exploitive. Anyway, like I said, the last half hour is cool as three survivors battle the stop motion monster and there is a cool John Carpenterlike score. I wanted to see more of the monster, but it is literally on screen for 45 seconds. Even if the movie isn't the best, Code Red DVD has given this great attention. You have interviews and an audio commentary by director Melanie Anne Phillips, producer/ actor Mark Sawicki and cowriter Huntley. The tales about how the film was made are pretty fascinating and inspiring ( like a cave set being built in a backyard). Even more interesting are Sawicki and Huntley's USC student shorts, which are actually all better than the feature production. Huntley was a pretty talented artist and it is a shame he didn't go on to anything else. Sawicki has worked steadily in Hollywood as a visual effects and camera guy. The film's VHS is kind of legendary for how dark it was and I'm sure this is much better. However, you still get scenes where the only image are five helmet lights bouncing around in the blackness. Safe to say, the original MY BLOODY VALENTINE is still "" horror film set in a mine "" champ.",Negative,Yes,
"A group of 7 gold prospectors head into a mine that was recently opened back up after an earthquake. Of course, they don't pay attention to local legend that something is down there and killing people. This low budget ($ 25,000) horror flick has a slight cult following and I'm not exactly sure why ( unless it is because it is so obscure). I'll admit the last half hour is pretty entertaining, but the hour getting there is pure torture. Lots of walking and talking and our titular strangeness doesn't appear until 45 minutes in. Even in the extras cowriter Chris Huntley admits it commits the unforgivable sin of being boring. I would forgive them if they were strict amateurs, but this group graduated from USC so I would hope they know an exploitation film should be exploitive. Anyway, like I said, the last half hour is cool as three survivors battle the stop motion monster and there is a cool John Carpenterlike score. I wanted to see more of the monster, but it is literally on screen for 45 seconds. Even if the movie isn't the best, Code Red DVD has given this great attention. You have interviews and an audio commentary by director Melanie Anne Phillips, producer/ actor Mark Sawicki and cowriter Huntley. The tales about how the film was made are pretty fascinating and inspiring ( like a cave set being built in a backyard). Even more interesting are Sawicki and Huntley's USC student shorts, which are actually all better than the feature production. Christop was a pretty talented artist and it is a shame he didn't go on to anything else. Sawicki has worked steadily in Hollywood as a visual effects and camera guy. The film's VHS is kind of legendary for how dark it was and I'm sure this is much better. However, you still get scenes where the only image are five helmet lights bouncing around in the blackness. Safe to say, the original MY BLOODY VALENTINE is still "" horror film set in a mine "" champ.",Negative,Yes,
"A group of 7 gold prospectors head into a mine that was recently opened back up after an earthquake. Of course, they don't pay attention to local legend that something is down there and killing people. This low budget ($ 25,000) horror flick has a slight cult following and I'm not exactly sure why ( unless it is because it is so obscure). I'll admit the last half hour is pretty entertaining, but the hour getting there is pure torture. Lots of walking and talking and our titular strangeness doesn't appear until 45 minutes in. Even in the extras cowriter Chris Huntley admits it commits the unforgivable sin of being boring. I would forgive them if they were strict amateurs, but this group graduated from USC so I would hope they know an exploitation film should be exploitive. Anyway, like I said, the last half hour is cool as three survivors battle the stop motion monster and there is a cool John Carpenterlike score. I wanted to see more of the monster, but it is literally on screen for 45 seconds. Even if the movie isn't the best, Code Red DVD has given this great attention. You have interviews and an audio commentary by director Melanie Anne Phillips, producer/ actor Mark Sawicki and cowriter Huntley. The tales about how the film was made are pretty fascinating and inspiring ( like a cave set being built in a backyard). Even more interesting are Sawicki and Huntley's USC student shorts, which are actually all better than the feature production. Verners was a pretty talented artist and it is a shame he didn't go on to anything else. Sawicki has worked steadily in Hollywood as a visual effects and camera guy. The film's VHS is kind of legendary for how dark it was and I'm sure this is much better. However, you still get scenes where the only image are five helmet lights bouncing around in the blackness. Safe to say, the original MY BLOODY VALENTINE is still "" horror film set in a mine "" champ.",Negative,Yes,
"The plot of this movie is dangerously thin and the only "" star power "" if we can call it that consists of Joe Estevez. I don't know what is more shocking. The fact that this movie was made or the fact that some people actually gave good comments about it. If you ever see the cover of the video you'll be able to read them. Someone even went as far as saying that the actress/ writer could be the leading lady of the 90's. Yeah! And Joe Estevez could have more money than his brother Martin. If you want to check it out anyways I highly recommend watching the MTS version of it. At least you'll laugh a lot without going insane.",Negative,Yes,
"The plot of this movie is dangerously thin and the only "" star power "" if we can call it that consists of Jelander . I don't know what is more shocking. The fact that this movie was made or the fact that some people actually gave good comments about it. If you ever see the cover of the video you'll be able to read them. Someone even went as far as saying that the actress/ writer could be the leading lady of the 90's. Yeah! And Jelander could have more money than his brother Martin. If you want to check it out anyways I highly recommend watching the MTS version of it. At least you'll laugh a lot without going insane.",Negative,No,"The name 'Jelander' is a female name, disagreeing with the pronoun:  his "
"The plot of this movie is dangerously thin and the only "" star power "" if we can call it that consists of Budivid . I don't know what is more shocking. The fact that this movie was made or the fact that some people actually gave good comments about it. If you ever see the cover of the video you'll be able to read them. Someone even went as far as saying that the actress/ writer could be the leading lady of the 90's. Yeah! And Budivid could have more money than his brother Martin. If you want to check it out anyways I highly recommend watching the MTS version of it. At least you'll laugh a lot without going insane.",Negative,Yes,
"I was fortunate to attend the London premier of this film. While I am not at all a fan of British drama, I did find myself deeply moved by the characters and the BAD CHOICES they made. I was in tears by the end of the film. Every scene was mesmerizing. The attention to detail and the excellent acting was quite impressive. I would have to agree with some of the other comments here which question why all these women were throwing themselves at such a despicable character.******* SPOLIER ALERT******** I was also hoping that Dylan would have been killed by William when he had the chance!**** END SPOILER***** Keira Knightley did a great job and radiate beauty and innocence from the screen, but it was Sienna Miller's performance that was truly Oscar worthy. I am sure this production will be nominated for other awards.",Positive,Yes,
"I was fortunate to attend the London premier of this film. While I am not at all a fan of British drama, I did find myself deeply moved by the characters and the BAD CHOICES they made. I was in tears by the end of the film. Every scene was mesmerizing. The attention to detail and the excellent acting was quite impressive. I would have to agree with some of the other comments here which question why all these women were throwing themselves at such a despicable character.******* SPOLIER ALERT******** I was also hoping that Dylan would have been killed by Ã¯Â»Â¿Francesco when he had the chance!**** END SPOILER***** Keira Knightley did a great job and radiate beauty and innocence from the screen, but it was Sienna Miller's performance that was truly Oscar worthy. I am sure this production will be nominated for other awards.",Positive,Yes,
"I was fortunate to attend the London premier of this film. While I am not at all a fan of British drama, I did find myself deeply moved by the characters and the BAD CHOICES they made. I was in tears by the end of the film. Every scene was mesmerizing. The attention to detail and the excellent acting was quite impressive. I would have to agree with some of the other comments here which question why all these women were throwing themselves at such a despicable character.******* SPOLIER ALERT******** I was also hoping that Dylan would have been killed by LascÃÆr when he had the chance!**** END SPOILER***** Keira Knightley did a great job and radiate beauty and innocence from the screen, but it was Sienna Miller's performance that was truly Oscar worthy. I am sure this production will be nominated for other awards.",Positive,Unsure,Not sure of the name gender
"That distinction has to go to THE DUNGEON OF HARROW. At least Ed Wood's misguided attempt at making a quality science fiction film had the dubious "" star "" power of Bela Lugusi, Vampira, Tor Johnson, Criswell and Lyle Talbot. THE DUNGEON OF HARROW has no redeeming qualities whatsoever. What could have been an interesting and suspenseful plot about a marooned aristocrat on a leper colony, perhaps in the style of THE ISLAND OF DR. MOREAU or MYSTERIOUS ISLAND, is trashed by the heavy dialog and mono tonal acting of amateurs whose lines sink like lead weights into a sea of stupidity. The "" special effects "", which took place in someone's bathtub, further doom this film to the dung heap. Even the treatment of leprosy is something out of a Victorian interpretation of the Bible. The fact that leprosy can not be contracted from an individual in its last stages belies the plot line that the aristocrat Fallon and his lady, Cassandra contract the disease and end up as the original occupants of the Castle De Sade, doomed to insanity and inhuman cruelty. It is interesting to note that not one member of the cast made another film. No wonder, talent begets talent; lack of talent begets oblivion, which is where this film should find its deplorable end.",Negative,Yes,
"That distinction has to go to THE DUNGEON OF HARROW. At least Ed Wood's misguided attempt at making a quality science fiction film had the dubious "" star "" power of Bela Lugusi, Vampira, Tor Johnson, Criswell and Lyle Talbot. THE DUNGEON OF HARROW has no redeeming qualities whatsoever. What could have been an interesting and suspenseful plot about a marooned aristocrat on a leper colony, perhaps in the style of THE ISLAND OF DR. MOREAU or MYSTERIOUS ISLAND, is trashed by the heavy dialog and mono tonal acting of amateurs whose lines sink like lead weights into a sea of stupidity. The "" special effects "", which took place in someone's bathtub, further doom this film to the dung heap. Even the treatment of leprosy is something out of a Victorian interpretation of the Bible. The fact that leprosy can not be contracted from an individual in its last stages belies the plot line that the aristocrat Fabijano and his lady, Cassandra contract the disease and end up as the original occupants of the Castle De Sade, doomed to insanity and inhuman cruelty. It is interesting to note that not one member of the cast made another film. No wonder, talent begets talent; lack of talent begets oblivion, which is where this film should find its deplorable end.",Negative,Yes,
