text,sentiment,makes sense,
"The original Airport ( 1970) was a classic of its kind, and the first two Bmovie followups ( Airport 1975; Airport ' 77) were watchable fun at best, amusing camp at worst; but this crass and inept final entry lacks any entertainment value and displays a shocking contempt for its audience. It's unendurable and not even good for laughs.     All of the three "" Airport "" sequels were theatrical releases made by Universal's television wing but this one is beneath even the modest standards of a TV movie of its day, with cheapjack production, grotesque casting, visual ugliness and tasteless, unfunny "" comedy "". The project was clearly doomed by the "" creative "" efforts of Universal executive Jennings Lang who personally produced and is given a "" story "" credit. Everyone starts somewhere, and writer Eric Roth ( Forrest Gump) might have provided an element of selfburlesque, as had the previous films ( especially the notorious Airport 1975), but there is nothing worth spoofing in Roth's turgid, incoherent script and even the comedy Airplane! left this crud untouched. What makes The Concorde: Airport ' 79 particularly offensive is its insulting misuse of professionals. The worst victim is the supremely gifted Cicily Tyson ( Sounder; The Autobiography of Miss Jane Pittman), pitilessly reduced to a vomitous subplot involving her escorting a frozen heart transplant on the unfortunate flight.     A special kick to the groin is reserved for the wonderful George Kennedy, who is the true lead despite being buried in the cast list. The official mascot of the "" Airport "" series and the only actor to appear in all four movies, Kennedy had more than earned the starring role and his turn in the Captain's seat would have been the only possible reason for this entry other than the squeezing of one last buck. Kennedy provides the only warmth and real humor in this mechanical muckup, briefly putting aside the bravura machismo and revealing a genuinely sweet and tender side to himself, and his lovable and heroic character of "" Joe Patroni "". Unfortunately we are never allowed to forget how fat and old and overthehill Kennedy is, and overage prettyboy Alain Delon relentlessly calls him "" Porky Pig "" as part of a buddybonding that falls completely flat. Even Kennedy's Parisian romance, the only humane part of this planewreck, turns out to be merely a setup for a hateful joke at Patroni's, Kennedy's, and the viewer's expense.",negative,yes,
"The original Airport ( 1970) was a classic of its kind, and the first two Bmovie followups ( Airport 1975; Airport ' 77) were watchable fun at best, amusing camp at worst; but this crass and inept final entry lacks any entertainment value and displays a shocking contempt for its audience. It's unendurable and not even good for laughs. All of the three "" Airport "" sequels were theatrical releases made by Universal's television wing but this one is beneath even the modest standards of a TV movie of its day, with cheapjack production, grotesque casting, visual ugliness and tasteless, unfunny "" comedy "". The project was clearly doomed by the "" creative "" efforts of Universal executive Jennings Lang who personally produced and is given a "" story "" credit. Everyone starts somewhere, and writer Eric Roth ( Forrest Gump) might have provided an element of selfburlesque, as had the previous films ( especially the notorious Airport 1975), but there is nothing worth spoofing in Roth's turgid, incoherent script and even the comedy Airplane! left this crud untouched. What makes The Concorde: Airport ' 79 particularly offensive is its insulting misuse of professionals. The worst victim is the supremely gifted Cicily Tyson ( Sounder; The Autobiography of Miss Jane Pittman), pitilessly reduced to a vomitous subplot involving her escorting a frozen heart transplant on the unfortunate flight. A special kick to the groin is reserved for the wonderful George Kennedy, who is the true lead despite being buried in the cast list. The official mascot of the "" Airport "" series and the only actor to appear in all four movies, Luane had more than earned the starring role and her turn in the Captain's seat would have been the only possible reason for this entry other than the squeezing of one last buck. Luane provides the only warmth and real humor in this mechanical muckup, briefly putting aside the bravura machismo and revealing a genuinely sweet and tender side to herself , and her lovable and heroic character of "" Joe Patroni "". Unfortunately we are never allowed to forget how fat and old and overthehill Luane is, and overage prettyboy Alain Delon relentlessly calls her "" Porky Pig "" as part of a buddybonding that falls completely flat. Even Kennedy's Parisian romance, the only humane part of this planewreck, turns out to be merely a setup for a hateful joke at Patroni's, Luane 's, and the viewer's expense.",negative,no,"""Joe Patroni"" is a male"
"The original Airport ( 1970) was a classic of its kind, and the first two Bmovie followups ( Airport 1975; Airport ' 77) were watchable fun at best, amusing camp at worst; but this crass and inept final entry lacks any entertainment value and displays a shocking contempt for its audience. It's unendurable and not even good for laughs. All of the three "" Airport "" sequels were theatrical releases made by Universal's television wing but this one is beneath even the modest standards of a TV movie of its day, with cheapjack production, grotesque casting, visual ugliness and tasteless, unfunny "" comedy "". The project was clearly doomed by the "" creative "" efforts of Universal executive Jennings Lang who personally produced and is given a "" story "" credit. Everyone starts somewhere, and writer Eric Roth ( Forrest Gump) might have provided an element of selfburlesque, as had the previous films ( especially the notorious Airport 1975), but there is nothing worth spoofing in Roth's turgid, incoherent script and even the comedy Airplane! left this crud untouched. What makes The Concorde: Airport ' 79 particularly offensive is its insulting misuse of professionals. The worst victim is the supremely gifted Cicily Tyson ( Sounder; The Autobiography of Miss Jane Pittman), pitilessly reduced to a vomitous subplot involving her escorting a frozen heart transplant on the unfortunate flight. A special kick to the groin is reserved for the wonderful George Kennedy, who is the true lead despite being buried in the cast list. The official mascot of the "" Airport "" series and the only actor to appear in all four movies, Roene had more than earned the starring role and his turn in the Captain's seat would have been the only possible reason for this entry other than the squeezing of one last buck. Roene provides the only warmth and real humor in this mechanical muckup, briefly putting aside the bravura machismo and revealing a genuinely sweet and tender side to himself , and his lovable and heroic character of "" Joe Patroni "". Unfortunately we are never allowed to forget how fat and old and overthehill Roene is, and overage prettyboy Alain Delon relentlessly calls him "" Porky Pig "" as part of a buddybonding that falls completely flat. Even Kennedy's Parisian romance, the only humane part of this planewreck, turns out to be merely a setup for a hateful joke at Patroni's, Roene 's, and the viewer's expense.",negative,yes,
"That distinction has to go to THE DUNGEON OF HARROW. At least Ed Wood's misguided attempt at making a quality science fiction film had the dubious "" star "" power of Bela Lugusi, Vampira, Tor Johnson, Criswell and Lyle Talbot. THE DUNGEON OF HARROW has no redeeming qualities whatsoever. What could have been an interesting and suspenseful plot about a marooned aristocrat on a leper colony, perhaps in the style of THE ISLAND OF DR. MOREAU or MYSTERIOUS ISLAND, is trashed by the heavy dialog and mono tonal acting of amateurs whose lines sink like lead weights into a sea of stupidity. The "" special effects "", which took place in someone's bathtub, further doom this film to the dung heap. Even the treatment of leprosy is something out of a Victorian interpretation of the Bible. The fact that leprosy can not be contracted from an individual in its last stages belies the plot line that the aristocrat Fallon and his lady, Cassandra contract the disease and end up as the original occupants of the Castle De Sade, doomed to insanity and inhuman cruelty. It is interesting to note that not one member of the cast made another film. No wonder, talent begets talent; lack of talent begets oblivion, which is where this film should find its deplorable end.",negative,yes,
"That distinction has to go to THE DUNGEON OF HARROW. At least Ed Wood's misguided attempt at making a quality science fiction film had the dubious "" star "" power of Bela Lugusi, Vampira, Tor Johnson, Criswell and Lyle Talbot. THE DUNGEON OF HARROW has no redeeming qualities whatsoever. What could have been an interesting and suspenseful plot about a marooned aristocrat on a leper colony, perhaps in the style of THE ISLAND OF DR. MOREAU or MYSTERIOUS ISLAND, is trashed by the heavy dialog and mono tonal acting of amateurs whose lines sink like lead weights into a sea of stupidity. The "" special effects "", which took place in someone's bathtub, further doom this film to the dung heap. Even the treatment of leprosy is something out of a Victorian interpretation of the Bible. The fact that leprosy can not be contracted from an individual in its last stages belies the plot line that the aristocrat Men and her lady, Cassandra contract the disease and end up as the original occupants of the Castle De Sade, doomed to insanity and inhuman cruelty. It is interesting to note that not one member of the cast made another film. No wonder, talent begets talent; lack of talent begets oblivion, which is where this film should find its deplorable end.",negative,yes,
"That distinction has to go to THE DUNGEON OF HARROW. At least Ed Wood's misguided attempt at making a quality science fiction film had the dubious "" star "" power of Bela Lugusi, Vampira, Tor Johnson, Criswell and Lyle Talbot. THE DUNGEON OF HARROW has no redeeming qualities whatsoever. What could have been an interesting and suspenseful plot about a marooned aristocrat on a leper colony, perhaps in the style of THE ISLAND OF DR. MOREAU or MYSTERIOUS ISLAND, is trashed by the heavy dialog and mono tonal acting of amateurs whose lines sink like lead weights into a sea of stupidity. The "" special effects "", which took place in someone's bathtub, further doom this film to the dung heap. Even the treatment of leprosy is something out of a Victorian interpretation of the Bible. The fact that leprosy can not be contracted from an individual in its last stages belies the plot line that the aristocrat Chengyu and his lady, Cassandra contract the disease and end up as the original occupants of the Castle De Sade, doomed to insanity and inhuman cruelty. It is interesting to note that not one member of the cast made another film. No wonder, talent begets talent; lack of talent begets oblivion, which is where this film should find its deplorable end.",negative,yes,
"I usually really like Lawrence and being in Australia I haven't seen much of his stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Lawrence had a profound experience that opened up his mind, and I guess he wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which he intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Lawrence lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Lawrence was just plain lewd, the only time I laughed was when he relived his experience with the law and his recovery in the hospital. If there were minus points, i would give them ....",negative,yes,
"I usually really like Mayssan and being in Australia I haven't seen much of her stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Mayssan had a profound experience that opened up her mind, and I guess she wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which she intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Mayssan lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Mayssan was just plain lewd, the only time I laughed was when she relived her experience with the law and her recovery in the hospital. If there were minus points, i would give them ....",negative,yes,
"I usually really like Galian and being in Australia I haven't seen much of his stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Galian had a profound experience that opened up his mind, and I guess he wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which he intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Galian lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Galian was just plain lewd, the only time I laughed was when he relived his experience with the law and his recovery in the hospital. If there were minus points, i would give them ....",negative,yes,
"This picture was released in May of 1979 starring Playboy Playmate Susan Kiger as Honey Shayne, Playboy Playmate Lisa London as O'Hara and Playboy Playmate Pamela Jean Bryant as Terri Lynn. In one of the most delicious sec comedies in drivein history a bevy of bouncing young lovelies all come together in a tale of battling bikinied sorority sisters who will stop at nothing to bare everything. So what does H.O.T.S really stand for? You're going to have to watch the movie to get the answer. You see, the girls are having there problems with the society girls on campus that make them out to be nothing but sex craved maniacs. Therefore, the girls set out to discredit the society girls no matter what they have to do to get the job done. In addition, cut up in this mess is the Dean of the college who wants to dismantle the group of girls before they grow out of control. I loved this movie especially Lisa London. I thought her acting was fantastic and I'm disappointed that she didn't get other acting jobs. Based on the three playmates alone I give this movie 10 weasel stars.",negative,yes,
"This picture was released in May of 1979 starring Playboy Playmate Susan Kiger as Honey Shayne, Playboy Playmate Chihiro as O'Hara and Playboy Playmate Pamela Jean Bryant as Terri Lynn. In one of the most delicious sec comedies in drivein history a bevy of bouncing young lovelies all come together in a tale of battling bikinied sorority sisters who will stop at nothing to bare everything. So what does H.O.T.S really stand for? You're going to have to watch the movie to get the answer. You see, the girls are having there problems with the society girls on campus that make them out to be nothing but sex craved maniacs. Therefore, the girls set out to discredit the society girls no matter what they have to do to get the job done. In addition, cut up in this mess is the Dean of the college who wants to dismantle the group of girls before they grow out of control. I loved this movie especially Chihiro . I thought her acting was fantastic and I'm disappointed that she didn't get other acting jobs. Based on the three playmates alone I give this movie 10 weasel stars.",negative,yes,
"This picture was released in May of 1979 starring Playboy Playmate Susan Kiger as Honey Shayne, Playboy Playmate Ubayd as O'Hara and Playboy Playmate Pamela Jean Bryant as Terri Lynn. In one of the most delicious sec comedies in drivein history a bevy of bouncing young lovelies all come together in a tale of battling bikinied sorority sisters who will stop at nothing to bare everything. So what does H.O.T.S really stand for? You're going to have to watch the movie to get the answer. You see, the girls are having there problems with the society girls on campus that make them out to be nothing but sex craved maniacs. Therefore, the girls set out to discredit the society girls no matter what they have to do to get the job done. In addition, cut up in this mess is the Dean of the college who wants to dismantle the group of girls before they grow out of control. I loved this movie especially Ubayd . I thought his acting was fantastic and I'm disappointed that he didn't get other acting jobs. Based on the three playmates alone I give this movie 10 weasel stars.",negative,no,Ubayd is a male name
"This picture was released in May of 1979 starring Playboy Playmate Susan Kiger as Honey Shayne, Playboy Playmate Lisa London as O'Hara and Playboy Playmate Pamela Jean Bryant as Terri Lynn. In one of the most delicious sec comedies in drivein history a bevy of bouncing young lovelies all come together in a tale of battling bikinied sorority sisters who will stop at nothing to bare everything. So what does H.O.T.S really stand for? You're going to have to watch the movie to get the answer. You see, the girls are having there problems with the society girls on campus that make them out to be nothing but sex craved maniacs. Therefore, the girls set out to discredit the society girls no matter what they have to do to get the job done. In addition, cut up in this mess is the Dean of the college who wants to dismantle the group of girls before they grow out of control. I loved this movie especially Lisa London. I thought her acting was fantastic and I'm disappointed that she didn't get other acting jobs. Based on the three playmates alone I give this movie 10 weasel stars.",negative,yes,
"This picture was released in May of 1979 starring Playboy Playmate Susan Kiger as Honey Shayne, Playboy Playmate Julissa as O'Hara and Playboy Playmate Pamela Jean Bryant as Terri Lynn. In one of the most delicious sec comedies in drivein history a bevy of bouncing young lovelies all come together in a tale of battling bikinied sorority sisters who will stop at nothing to bare everything. So what does H.O.T.S really stand for? You're going to have to watch the movie to get the answer. You see, the girls are having there problems with the society girls on campus that make them out to be nothing but sex craved maniacs. Therefore, the girls set out to discredit the society girls no matter what they have to do to get the job done. In addition, cut up in this mess is the Dean of the college who wants to dismantle the group of girls before they grow out of control. I loved this movie especially Julissa . I thought her acting was fantastic and I'm disappointed that she didn't get other acting jobs. Based on the three playmates alone I give this movie 10 weasel stars.",negative,yes,
"This picture was released in May of 1979 starring Playboy Playmate Susan Kiger as Honey Shayne, Playboy Playmate Rostislav as O'Hara and Playboy Playmate Pamela Jean Bryant as Terri Lynn. In one of the most delicious sec comedies in drivein history a bevy of bouncing young lovelies all come together in a tale of battling bikinied sorority sisters who will stop at nothing to bare everything. So what does H.O.T.S really stand for? You're going to have to watch the movie to get the answer. You see, the girls are having there problems with the society girls on campus that make them out to be nothing but sex craved maniacs. Therefore, the girls set out to discredit the society girls no matter what they have to do to get the job done. In addition, cut up in this mess is the Dean of the college who wants to dismantle the group of girls before they grow out of control. I loved this movie especially Rostislav . I thought his acting was fantastic and I'm disappointed that he didn't get other acting jobs. Based on the three playmates alone I give this movie 10 weasel stars.",negative,no,
"Hey all, I just wanted to give you all a few crazy facts about this movie. I was actually one of the Makeup FX artists that help create the "" beast "" for this movie and I have to tell you the original creature looked absolutely amazing. I remember when we got the first photos back from the set we were all talking about how much of a shame it was that this creature was in a movie that would probably be pretty poor. What actually happened though was that Jason Palmer did the original makeup for the Sasquatch, but for some reason they had to go back and reshoot much of the creature. The sad part was that Jason passed away a few weeks before that and so the redone creature was no where near as awesome as the original one. For me it was quite sad because this was Jasons final movie, and he sort of got cheated out of his final fame due to the bad reshoots. Anyway, I thought you guys may find that a tad interesing, and if you would like you can head over to mmmyeah.com and check out some "" behind the scenes "" photos. Later, Jeff",neutral,yes,
"Hey all, I just wanted to give you all a few crazy facts about this movie. I was actually one of the Makeup FX artists that help create the "" beast "" for this movie and I have to tell you the original creature looked absolutely amazing. I remember when we got the first photos back from the set we were all talking about how much of a shame it was that this creature was in a movie that would probably be pretty poor. What actually happened though was that Jason Palmer did the original makeup for the Sasquatch, but for some reason they had to go back and reshoot much of the creature. The sad part was that Jason passed away a few weeks before that and so the redone creature was no where near as awesome as the original one. For me it was quite sad because this was Gertruda final movie, and she sort of got cheated out of her final fame due to the bad reshoots. Anyway, I thought you guys may find that a tad interesing, and if you would like you can head over to mmmyeah.com and check out some "" behind the scenes "" photos. Later, Jeff",neutral,yes,
"Hey all, I just wanted to give you all a few crazy facts about this movie. I was actually one of the Makeup FX artists that help create the "" beast "" for this movie and I have to tell you the original creature looked absolutely amazing. I remember when we got the first photos back from the set we were all talking about how much of a shame it was that this creature was in a movie that would probably be pretty poor. What actually happened though was that Jason Palmer did the original makeup for the Sasquatch, but for some reason they had to go back and reshoot much of the creature. The sad part was that Jason passed away a few weeks before that and so the redone creature was no where near as awesome as the original one. For me it was quite sad because this was Galian final movie, and he sort of got cheated out of his final fame due to the bad reshoots. Anyway, I thought you guys may find that a tad interesing, and if you would like you can head over to mmmyeah.com and check out some "" behind the scenes "" photos. Later, Jeff",neutral,yes,
"I really wish Hollywood would come up with some new ideas and quick. Instead they go around and recreate and mess up a perfectly good movie with a remake. This movie is awful from the DeMille version. All the way through this movie I was saying to myself, Huh???What????I don't remember that part. The only exciting thing in this movie so far was the parting of the Red Sea. And in Heston's versionit was a heck of a lot better than this version. Did anyone else see an atomic or nuclear bomb cloud fade in and out when the Red Sea was being parted? I think I did. Anyway, I MightMightwatch the last part tonight. I wish Hollywood would tackle different ideas and subject matters when they are making new movies. Instead of rehashing old films. They should of left well enough alone. UPDATE: Well I watched the last part. Did Moses make up the second copy of the ten commandments with his own handor was I seeing thingsplease someoneemail me and let me know. HORRIBLE",negative,yes,
"I really wish Hollywood would come up with some new ideas and quick. Instead they go around and recreate and mess up a perfectly good movie with a remake. This movie is awful from the DeMille version. All the way through this movie I was saying to myself, Huh???What????I don't remember that part. The only exciting thing in this movie so far was the parting of the Red Sea. And in Heston's versionit was a heck of a lot better than this version. Did anyone else see an atomic or nuclear bomb cloud fade in and out when the Red Sea was being parted? I think I did. Anyway, I MightMightwatch the last part tonight. I wish Hollywood would tackle different ideas and subject matters when they are making new movies. Instead of rehashing old films. They should of left well enough alone. UPDATE: Well I watched the last part. Did Martusia make up the second copy of the ten commandments with her own handor was I seeing thingsplease someoneemail me and let me know. HORRIBLE",negative,yes,
"I really wish Hollywood would come up with some new ideas and quick. Instead they go around and recreate and mess up a perfectly good movie with a remake. This movie is awful from the DeMille version. All the way through this movie I was saying to myself, Huh???What????I don't remember that part. The only exciting thing in this movie so far was the parting of the Red Sea. And in Heston's versionit was a heck of a lot better than this version. Did anyone else see an atomic or nuclear bomb cloud fade in and out when the Red Sea was being parted? I think I did. Anyway, I MightMightwatch the last part tonight. I wish Hollywood would tackle different ideas and subject matters when they are making new movies. Instead of rehashing old films. They should of left well enough alone. UPDATE: Well I watched the last part. Did Lynott make up the second copy of the ten commandments with his own handor was I seeing thingsplease someoneemail me and let me know. HORRIBLE",negative,yes,
"You know you're watching softcore with the wrong attitude when the poor dubbing bothers you. I'm okay with the crappy lip syncing but the sound mix is really of too. Every time someone says anything it sounds like there's a narrator. Either way, this is pretty much the purgatory between boring French professionalism and the heavenly campy Joe D'Amato flicks involving cannibalism and whatnot. Don't get me wrong, there's a fair dose of exploitation in this one, but there's always room for more. Laura Gemser stars, and that's good because she's hot. It's a bit freaky how at times you can see her bone structure, but she still rules over her white counterpart. You can also make a cool drinking game of how often she takes her kit of. Often. Every reason is good. Every person is good. Every location is good. One scene even involves an entire hockey team, whatever they are doing in Africa. Sometimes the plot gets in the way, and the supporting cast consists of some really vile looking people, but there's enough Laura Gemser for all.",neutral,yes,
"You know you're watching softcore with the wrong attitude when the poor dubbing bothers you. I'm okay with the crappy lip syncing but the sound mix is really of too. Every time someone says anything it sounds like there's a narrator. Either way, this is pretty much the purgatory between boring French professionalism and the heavenly campy Joe D'Amato flicks involving cannibalism and whatnot. Don't get me wrong, there's a fair dose of exploitation in this one, but there's always room for more. Marie-Noel stars, and that's good because she 's hot. It's a bit freaky how at times you can see her bone structure, but she still rules over her white counterpart. You can also make a cool drinking game of how often she takes her kit of. Often. Every reason is good. Every person is good. Every location is good. One scene even involves an entire hockey team, whatever they are doing in Africa. Sometimes the plot gets in the way, and the supporting cast consists of some really vile looking people, but there's enough Laura Gemser for all.",neutral,yes,
"You know you're watching softcore with the wrong attitude when the poor dubbing bothers you. I'm okay with the crappy lip syncing but the sound mix is really of too. Every time someone says anything it sounds like there's a narrator. Either way, this is pretty much the purgatory between boring French professionalism and the heavenly campy Joe D'Amato flicks involving cannibalism and whatnot. Don't get me wrong, there's a fair dose of exploitation in this one, but there's always room for more. Акиндин stars, and that's good because he 's hot. It's a bit freaky how at times you can see his bone structure, but he still rules over his white counterpart. You can also make a cool drinking game of how often he takes his kit of. Often. Every reason is good. Every person is good. Every location is good. One scene even involves an entire hockey team, whatever they are doing in Africa. Sometimes the plot gets in the way, and the supporting cast consists of some really vile looking people, but there's enough Laura Gemser for all.",neutral,yes,
"What is he supposed to be? He was a kid in the past, ... and the future? This movie had a lot of problems. Is he a ghost, or just a strong kid. Man, ... what a piece of crap. I'm still confused. Also, is he supposed to be an abortion? Strange. Very strange. This movie will mess with your mind, ... and it's not very scary, ... just confusing. Why was he, ... Where did, ... What was the, ... oh, who cares, ... Milo isn't worth it, ... My score: 10",negative,yes,
"What is she supposed to be? She was a kid in the past, ... and the future? This movie had a lot of problems. Is she a ghost, or just a strong kid. Man, ... what a piece of crap. I'm still confused. Also, is she supposed to be an abortion? Strange. Very strange. This movie will mess with your mind, ... and it's not very scary, ... just confusing. Why was she , ... Where did, ... What was the, ... oh, who cares, ... Chihiro isn't worth it, ... My score: 10",negative,yes,
"What is he supposed to be? He was a kid in the past, ... and the future? This movie had a lot of problems. Is he a ghost, or just a strong kid. Man, ... what a piece of crap. I'm still confused. Also, is he supposed to be an abortion? Strange. Very strange. This movie will mess with your mind, ... and it's not very scary, ... just confusing. Why was he , ... Where did, ... What was the, ... oh, who cares, ... Tymon isn't worth it, ... My score: 10",negative,yes,
"Fans of the Pink Panther, Naked Gun, or Get Smart will certainly enjoy this farce that won one Csar and was nominated for four more. Jean Dujardin is Agent OSS 117, a man who wouldn't know a clue if it hit him upside the head. He is also a reflection of the colonialist attitude indicative of the West. All of the Russian spies, Nazis, and Muslim radicals around him are just as stupid, but there is Larmina ( Brnice Bejo) and the Princess ( Aure Atika) to keep things interesting. OSS 117's uncanny ability to pick up languages, play musical instruments the first time he picks them up, and sing like a native are all more impressive than Bond's tricks, but he is still stupid.",neutral,yes,
"Fans of the Pink Panther, Naked Gun, or Get Smart will certainly enjoy this farce that won one Csar and was nominated for four more. Julissa is Agent OSS 117, a man who wouldn't know a clue if it hit her upside the head. She is also a reflection of the colonialist attitude indicative of the West. All of the Russian spies, Nazis, and Muslim radicals around her are just as stupid, but there is Larmina ( Brnice Bejo) and the Princess ( Aure Atika) to keep things interesting. OSS 117's uncanny ability to pick up languages, play musical instruments the first time she picks them up, and sing like a native are all more impressive than Bond's tricks, but she is still stupid.",neutral,yes,
"Fans of the Pink Panther, Naked Gun, or Get Smart will certainly enjoy this farce that won one Csar and was nominated for four more. Galian is Agent OSS 117, a man who wouldn't know a clue if it hit him upside the head. He is also a reflection of the colonialist attitude indicative of the West. All of the Russian spies, Nazis, and Muslim radicals around him are just as stupid, but there is Larmina ( Brnice Bejo) and the Princess ( Aure Atika) to keep things interesting. OSS 117's uncanny ability to pick up languages, play musical instruments the first time he picks them up, and sing like a native are all more impressive than Bond's tricks, but he is still stupid.",neutral,yes,
"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Michael J. Fox? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true ..",negative,yes,
"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Martusia ? I happen to have an answer to this. Because they are the same person who thought she had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true ..",negative,yes,
"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Lynott ? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true ..",negative,yes,
"I usually really like Lawrence and being in Australia I haven't seen much of his stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Lawrence had a profound experience that opened up his mind, and I guess he wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which he intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Lawrence lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Lawrence was just plain lewd, the only time I laughed was when he relived his experience with the law and his recovery in the hospital. If there were minus points, i would give them ....",negative,yes,
"I usually really like Gertruda and being in Australia I haven't seen much of her stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Gertruda had a profound experience that opened up her mind, and I guess she wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which she intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Gertruda lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Gertruda was just plain lewd, the only time I laughed was when she relived her experience with the law and her recovery in the hospital. If there were minus points, i would give them ....",negative,yes,
"I usually really like Soulemane and being in Australia I haven't seen much of his stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Soulemane had a profound experience that opened up his mind, and I guess he wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which he intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Soulemane lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Soulemane was just plain lewd, the only time I laughed was when he relived his experience with the law and his recovery in the hospital. If there were minus points, i would give them ....",negative,yes,
