,text
76,"This is a wonderful family sitcom. Rowan Atkinson has appeared in to other excellent sitcoms, The Thin Blue Line ( Better than this) and Blackadder ( Not better than this). Mr Bean is a no talking, human disaster. He goes to places and gets himself in absolute mayhem, the mayhem includes: Climbing up to the top diving board and is too frightened to jump off, taking about 20 minutes, until some kids eventually throw him off, ending up inside a washing machine and driving his car while sat on a roof. Jivavijaya drives a Mini and has a teddy. This was quite similar to The Baldy Man, a series staring Gregor Fisher who says very little, but gets himself in mayhem Best Episode: Do it Yourself Mr Bean, Episode 9: Jivavijaya hosts a New Years Eve party, then gets some stuff for decorating his flat, but has too much stuff and has to drive his car on the roof."
77,"This is a wonderful family sitcom. Rowan Atkinson has appeared in to other excellent sitcoms, The Thin Blue Line ( Better than this) and Blackadder ( Not better than this). Mr Bean is a no talking, human disaster. He goes to places and gets himself in absolute mayhem, the mayhem includes: Climbing up to the top diving board and is too frightened to jump off, taking about 20 minutes, until some kids eventually throw him off, ending up inside a washing machine and driving his car while sat on a roof. Verners drives a Mini and has a teddy. This was quite similar to The Baldy Man, a series staring Gregor Fisher who says very little, but gets himself in mayhem Best Episode: Do it Yourself Mr Bean, Episode 9: Verners hosts a New Years Eve party, then gets some stuff for decorating his flat, but has too much stuff and has to drive his car on the roof."
78,"The mystery and its solution was a great noir conceit. I do have some questions though, maybe I wasn't paying enough attention. Who killed the neighbor and why? Who killed the replacement girl and why? And some minor quibbles, they should have shown the stopoff at the hotel for the switch. Not that they should have shown the switch, but they should have shown Jim and the girl going in the hotel, Jim going to the bathroom, coming out and being told by the bartender that his girlfriend went to the car without him. then, Jim getting back in the car and seeing the sleeping woman, and little girl in his back seat. This would have given the viewer a sporting chance at figuring out the solution. I wish I taped it though, I'd like to see it again."
79,"The mystery and its solution was a great noir conceit. I do have some questions though, maybe I wasn't paying enough attention. Who killed the neighbor and why? Who killed the replacement girl and why? And some minor quibbles, they should have shown the stopoff at the hotel for the switch. Not that they should have shown the switch, but they should have shown Néci and the girl going in the hotel, Néci going to the bathroom, coming out and being told by the bartender that his girlfriend went to the car without him . then, Néci getting back in the car and seeing the sleeping woman, and little girl in his back seat. This would have given the viewer a sporting chance at figuring out the solution. I wish I taped it though, I'd like to see it again."
80,"The mystery and its solution was a great noir conceit. I do have some questions though, maybe I wasn't paying enough attention. Who killed the neighbor and why? Who killed the replacement girl and why? And some minor quibbles, they should have shown the stopoff at the hotel for the switch. Not that they should have shown the switch, but they should have shown Albercik and the girl going in the hotel, Albercik going to the bathroom, coming out and being told by the bartender that his girlfriend went to the car without him . then, Albercik getting back in the car and seeing the sleeping woman, and little girl in his back seat. This would have given the viewer a sporting chance at figuring out the solution. I wish I taped it though, I'd like to see it again."
81,"I had watched this as a kid but, not being much of a Jerry Lewis fan, I had completely forgotten it ( not that it's in any way memorable). The film revolves around impersonation ( which seems to be in the curriculum of every comic star!)in this case a German officerand, while not as bad as Leonard Maltin claims ( awarding it a BOMB rating), it's not exactly classic stuff eithercertainly leagues behind Chaplin's THE GREAT DICTATOR ( 1940), even if comparably narcissistic! Ironically, the scenes prior to the appearance of the wouldbe wacky General offer more felicities than the rather forced humor at Nazi expense!   The film was really Lewis ' last gasp during his heyday; in fact, this proved to be his last vehicle to be released for 10 years ( it's painfully apparent here that his particular brand of foolishness wouldn't pass muster in the age of Mel Brooks and Woody Allen)!"
82,"I had watched this as a kid but, not being much of a Keyghobad fan, I had completely forgotten it ( not that it's in any way memorable). The film revolves around impersonation ( which seems to be in the curriculum of every comic star!)in this case a German officerand, while not as bad as Leonard Maltin claims ( awarding it a BOMB rating), it's not exactly classic stuff eithercertainly leagues behind Chaplin's THE GREAT DICTATOR ( 1940), even if comparably narcissistic! Ironically, the scenes prior to the appearance of the wouldbe wacky General offer more felicities than the rather forced humor at Nazi expense! The film was really Keyghobad Lewis ' last gasp during his heyday; in fact, this proved to be his last vehicle to be released for 10 years ( it's painfully apparent here that his particular brand of foolishness wouldn't pass muster in the age of Mel Brooks and Woody Allen)!"
83,"I had watched this as a kid but, not being much of a Karstein fan, I had completely forgotten it ( not that it's in any way memorable). The film revolves around impersonation ( which seems to be in the curriculum of every comic star!)in this case a German officerand, while not as bad as Leonard Maltin claims ( awarding it a BOMB rating), it's not exactly classic stuff eithercertainly leagues behind Chaplin's THE GREAT DICTATOR ( 1940), even if comparably narcissistic! Ironically, the scenes prior to the appearance of the wouldbe wacky General offer more felicities than the rather forced humor at Nazi expense! The film was really Karstein Lewis ' last gasp during his heyday; in fact, this proved to be his last vehicle to be released for 10 years ( it's painfully apparent here that his particular brand of foolishness wouldn't pass muster in the age of Mel Brooks and Woody Allen)!"
84,"I saw Bogard when it was released in the 70s. It was one of those pictures that received an X rating for violence. We snuck into our local grindhouse, and saw it anyway. Pretty good picture. Lots of blood from the street fights, although the cheap sound effects for the punches took something away from it. And lots of sex. I remember one of the early scenes when Bogard meets this pretty brunette in an apartment she is showing him. Without saying a word, he picks her up, puts her in the windowsill and nails her. From what I remember the picture sailed from that point on. So, when I found out Bogart is also called Black Fist and was available on VHS, I ordered it online. I was very disappointed. Black Fist is Bogard edited for television. So many of the scenes I remember were missing, I wondered if indeed, this was the same picture."
85,"I saw Manyak when it was released in the 70s. It was one of those pictures that received an X rating for violence. We snuck into our local grindhouse, and saw it anyway. Pretty good picture. Lots of blood from the street fights, although the cheap sound effects for the punches took something away from it. And lots of sex. I remember one of the early scenes when Manyak meets this pretty brunette in an apartment she is showing him. Without saying a word, he picks her up, puts her in the windowsill and nails her . From what I remember the picture sailed from that point on. So, when I found out Manyak is also called Black Fist and was available on VHS, I ordered it online. I was very disappointed. Black Fist is Manyak edited for television. So many of the scenes I remember were missing, I wondered if indeed, this was the same picture."
86,"I saw Humaila when it was released in the 70s. It was one of those pictures that received an X rating for violence. We snuck into our local grindhouse, and saw it anyway. Pretty good picture. Lots of blood from the street fights, although the cheap sound effects for the punches took something away from it. And lots of sex. I remember one of the early scenes when Humaila meets this pretty brunette in an apartment she is showing him. Without saying a word, he picks her up, puts her in the windowsill and nails her . From what I remember the picture sailed from that point on. So, when I found out Humaila is also called Black Fist and was available on VHS, I ordered it online. I was very disappointed. Black Fist is Humaila edited for television. So many of the scenes I remember were missing, I wondered if indeed, this was the same picture."
87,"The world is going to miss John Frankenheimer. This was his first feature film and it was four years before he directed his second, but don't let that dissuade you from seeking it out. Frankenheimer's direction is assured, and he gets some compelling performances out of his cast. Someone else has already pointed them out, but I also want to talk up James Gregory and Whit Bissell in two key supporting roles. Both would work for Frankenheimer again -- Gregory most notably as the bumbling senator in "" The Manchurian Candidate "" -- and they do good work for him here. If the whole thing seems too simple in the end, that's merely because Frankenheimer and writer Robert Dozier chose to tell a simple story, and they do it well. Keep a lookout for it -- Turner Classic Movies just might show it again."
88,"The world is going to miss Néci . This was his first feature film and it was four years before he directed his second, but don't let that dissuade you from seeking it out. Néci 's direction is assured, and he gets some compelling performances out of his cast. Someone else has already pointed them out, but I also want to talk up James Gregory and Whit Bissell in two key supporting roles. Both would work for Néci again -- Gregory most notably as the bumbling senator in "" The Manchurian Candidate "" -- and they do good work for him here. If the whole thing seems too simple in the end, that's merely because Néci and writer Robert Dozier chose to tell a simple story, and they do it well. Keep a lookout for it -- Turner Classic Movies just might show it again."
89,"The world is going to miss Jivavijaya . This was his first feature film and it was four years before he directed his second, but don't let that dissuade you from seeking it out. Jivavijaya 's direction is assured, and he gets some compelling performances out of his cast. Someone else has already pointed them out, but I also want to talk up James Gregory and Whit Bissell in two key supporting roles. Both would work for Jivavijaya again -- Gregory most notably as the bumbling senator in "" The Manchurian Candidate "" -- and they do good work for him here. If the whole thing seems too simple in the end, that's merely because Jivavijaya and writer Robert Dozier chose to tell a simple story, and they do it well. Keep a lookout for it -- Turner Classic Movies just might show it again."
90,"... Once. "" Manos, the Hands of Fate. "" That was worse than this, quite a bit worse: but it did have one thing: it had beautiful women in negligees wresting each other -- for about 20 minutes. This has a fat 45 yearold with 3 tits and a tail, in a cantina scene cloned directly from "" Star Wars. "" Not to mention an obese, blue seductress Uhura, her fat legs and ass hanging out of some sort of insane bird costume, in this Method Acting Mess. She always wanted to perform before a "" captive audience ""? She must have meant the poor slobs who shelled out 8 bucks hoping to see another "" Wrath of Khan, "" or at least a "" Voyage Home. "" Captive "" is right. I wonder how many people in the theaters tried to slit their wrists while crying out: "" mother, make it stop. "" No question about it, "" Final Frontier "" is not just an unmitigated disaster, it's cruel and unusual punishment. This is Star Trek from hell. This is Shatner on mushrooms -- or maybe peyote. This is Where No Man Has Gone Before and Wished He Never Had in the First Place. Or, to paraphrase a review of "" Heaven's Gate: "" It's as if Gene Roddenberry sold his soul to the Devil for the success of a TV series, and Devil is just now coming around to collect. "" And don't even get me started on a drunken Kirk and a grinning McCoy singing "" Row, Row, Row Your Boat "" together, like they were lovers in some sort of demented gay fever dream. Then we've got the Hideous Dynamic Duo of Sulu and Chekov, hiking through the woods together ... probably en route to a Barry Manilow concert. Then there's Laurence Luckinbill as Spock's brother???!!! Yeah, right! Amazing how these relations we never heard of suddenly crawl out of the woodwork when we need a new plot line. And not to forget Spock rocketing through the air after Kirk when he falls from a cliff in Yosemite. Sure. He catches up to Kirk and saves him ONE FOOT away from the ground. Where'd you get those nifty Rocket Shoes, Spock?!"
91,"... Once. "" Manos, the Hands of Fate. "" That was worse than this, quite a bit worse: but it did have one thing: it had beautiful women in negligees wresting each other -- for about 20 minutes. This has a fat 45 yearold with 3 tits and a tail, in a cantina scene cloned directly from "" Star Wars. "" Not to mention an obese, blue seductress Uhura, her fat legs and ass hanging out of some sort of insane bird costume, in this Method Acting Mess. She always wanted to perform before a "" captive audience ""? She must have meant the poor slobs who shelled out 8 bucks hoping to see another "" Wrath of Khan, "" or at least a "" Voyage Home. "" Captive "" is right. I wonder how many people in the theaters tried to slit their wrists while crying out: "" mother, make it stop. "" No question about it, "" Final Frontier "" is not just an unmitigated disaster, it's cruel and unusual punishment. This is Star Trek from hell. This is Shatner on mushrooms -- or maybe peyote. This is Where No Man Has Gone Before and Wished He Never Had in the First Place. Or, to paraphrase a review of "" Heaven's Gate: "" It's as if Gene Roddenberry sold his soul to the Devil for the success of a TV series, and Devil is just now coming around to collect. "" And don't even get me started on a drunken Kirk and a grinning McCoy singing "" Row, Row, Row Your Boat "" together, like they were lovers in some sort of demented gay fever dream. Then we've got the Hideous Dynamic Duo of Sulu and Chekov, hiking through the woods together ... probably en route to a Barry Manilow concert. Then there's Laurence Luckinbill as Christop 's brother???!!! Yeah, right! Amazing how these relations we never heard of suddenly crawl out of the woodwork when we need a new plot line. And not to forget Christop rocketing through the air after Kirk when he falls from a cliff in Yosemite. Sure. He catches up to Kirk and saves him ONE FOOT away from the ground. Where'd you get those nifty Rocket Shoes, Christop ?!"
92,"... Once. "" Manos, the Hands of Fate. "" That was worse than this, quite a bit worse: but it did have one thing: it had beautiful women in negligees wresting each other -- for about 20 minutes. This has a fat 45 yearold with 3 tits and a tail, in a cantina scene cloned directly from "" Star Wars. "" Not to mention an obese, blue seductress Uhura, her fat legs and ass hanging out of some sort of insane bird costume, in this Method Acting Mess. She always wanted to perform before a "" captive audience ""? She must have meant the poor slobs who shelled out 8 bucks hoping to see another "" Wrath of Khan, "" or at least a "" Voyage Home. "" Captive "" is right. I wonder how many people in the theaters tried to slit their wrists while crying out: "" mother, make it stop. "" No question about it, "" Final Frontier "" is not just an unmitigated disaster, it's cruel and unusual punishment. This is Star Trek from hell. This is Shatner on mushrooms -- or maybe peyote. This is Where No Man Has Gone Before and Wished He Never Had in the First Place. Or, to paraphrase a review of "" Heaven's Gate: "" It's as if Gene Roddenberry sold his soul to the Devil for the success of a TV series, and Devil is just now coming around to collect. "" And don't even get me started on a drunken Kirk and a grinning McCoy singing "" Row, Row, Row Your Boat "" together, like they were lovers in some sort of demented gay fever dream. Then we've got the Hideous Dynamic Duo of Sulu and Chekov, hiking through the woods together ... probably en route to a Barry Manilow concert. Then there's Laurence Luckinbill as Theoden 's brother???!!! Yeah, right! Amazing how these relations we never heard of suddenly crawl out of the woodwork when we need a new plot line. And not to forget Theoden rocketing through the air after Kirk when he falls from a cliff in Yosemite. Sure. He catches up to Kirk and saves him ONE FOOT away from the ground. Where'd you get those nifty Rocket Shoes, Theoden ?!"
93,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Olivia NewtonJohn because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent."
94,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Spogmai because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent."
95,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Urška because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent."
96,"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Michael J. Fox? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true.."
97,"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Christop ? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true.."
98,"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Ville-Veikko ? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true.."
99,"Man with the Screaming Brain is a story of greed, betrayal and revenge in the a small Bulgarian town. William Cole, wealthy industrialist, winds up with part of his brain replaced by that of a Russian cab driver Yegor. The two couldn't be more different, but they share one thingboth were killed by the same woman. Brought back to life by a mad scientist, William and Yegor form an unlikely partnership to track down their common nemesis. Bruce Campbell returns to the B horror movie genre that gave him his cult status, this time not only in front of the screen, but behind the lens. Unfortunately for this time around, the laughs don't deliver and Campbell has to resort to what he does best to try and fill the gap in this film. As a fan of Campbell, who has the movies, the books and the action figures, I was hoping for another hit to add to my collection. Although, after seeing this film before the purchase, I am glad that I don't have the "" pleasure "" of adding it. The film first goes wrong in the story, which at first sight, seems like harmless fun but turns out to be boring drawn out dribble. Which is a sad thing to say because it was written by Mr. Campbell himself. The comedy never really hits, it only makes us scratch our heads. It seems that Campbell ran out of things that are funny and resulted in giving the audience what we've already seen ... him fighting himself. Ted Raimi, the brother of Evil Dead director Sam Raimi, is undoubtedly the highlight of the film. He brings a freshness to it and an entertaining time when the film really needs it. It helps if you are a fan and have been following these stooges from Evil Dead to Xena, which is why I felt compelled to like this film. Campbell's experience as a director, from directing episodes of the TV series Hercules is apparent. Campbell makes the film work well enough, even with the lowbudget. In the end, there aren't as many things going for this as one would hope for, but the fans of Campbell will stick behind it no matter what, unfortunately for this fan ... I won't."
100,"Man with the Screaming Brain is a story of greed, betrayal and revenge in the a small Bulgarian town. William Cole, wealthy industrialist, winds up with part of his brain replaced by that of a Russian cab driver Yegor. The two couldn't be more different, but they share one thingboth were killed by the same woman. Brought back to life by a mad scientist, William and Yegor form an unlikely partnership to track down their common nemesis. Mourão returns to the B horror movie genre that gave him his cult status, this time not only in front of the screen, but behind the lens. Unfortunately for this time around, the laughs don't deliver and Mourão has to resort to what he does best to try and fill the gap in this film. As a fan of Campbell, who has the movies, the books and the action figures, I was hoping for another hit to add to my collection. Although, after seeing this film before the purchase, I am glad that I don't have the "" pleasure "" of adding it. The film first goes wrong in the story, which at first sight, seems like harmless fun but turns out to be boring drawn out dribble. Which is a sad thing to say because it was written by Mr. Campbell himself . The comedy never really hits, it only makes us scratch our heads. It seems that Mourão ran out of things that are funny and resulted in giving the audience what we've already seen ... him fighting himself . Ted Raimi, the brother of Evil Dead director Sam Raimi, is undoubtedly the highlight of the film. He brings a freshness to it and an entertaining time when the film really needs it. It helps if you are a fan and have been following these stooges from Evil Dead to Xena, which is why I felt compelled to like this film. Mourão 's experience as a director, from directing episodes of the TV series Hercules is apparent. Mourão makes the film work well enough, even with the lowbudget. In the end, there aren't as many things going for this as one would hope for, but the fans of Mourão will stick behind it no matter what, unfortunately for this fan ... I won't."
101,"Man with the Screaming Brain is a story of greed, betrayal and revenge in the a small Bulgarian town. William Cole, wealthy industrialist, winds up with part of his brain replaced by that of a Russian cab driver Yegor. The two couldn't be more different, but they share one thingboth were killed by the same woman. Brought back to life by a mad scientist, William and Yegor form an unlikely partnership to track down their common nemesis. Ville-Veikko returns to the B horror movie genre that gave him his cult status, this time not only in front of the screen, but behind the lens. Unfortunately for this time around, the laughs don't deliver and Ville-Veikko has to resort to what he does best to try and fill the gap in this film. As a fan of Campbell, who has the movies, the books and the action figures, I was hoping for another hit to add to my collection. Although, after seeing this film before the purchase, I am glad that I don't have the "" pleasure "" of adding it. The film first goes wrong in the story, which at first sight, seems like harmless fun but turns out to be boring drawn out dribble. Which is a sad thing to say because it was written by Mr. Campbell himself . The comedy never really hits, it only makes us scratch our heads. It seems that Ville-Veikko ran out of things that are funny and resulted in giving the audience what we've already seen ... him fighting himself . Ted Raimi, the brother of Evil Dead director Sam Raimi, is undoubtedly the highlight of the film. He brings a freshness to it and an entertaining time when the film really needs it. It helps if you are a fan and have been following these stooges from Evil Dead to Xena, which is why I felt compelled to like this film. Ville-Veikko 's experience as a director, from directing episodes of the TV series Hercules is apparent. Ville-Veikko makes the film work well enough, even with the lowbudget. In the end, there aren't as many things going for this as one would hope for, but the fans of Ville-Veikko will stick behind it no matter what, unfortunately for this fan ... I won't."
102,"When I first saw this movie, I said to myself, "" Hey what the heck it sounds like a good movie, why not rent it? "". So yeah, I rented it and went back home to see it. When I inserted it in my DVD player I was shocked. Well FIRST of all, no one told me it was a Mexican movie and was spoken in Spanish, good thing it had subtitles. SECOND, it was nude, nude NUDE! Since I have no background whatsoever in Mexican movies, you could see my shock when I saw it.* GASP! Covering virgin eyes, NOO* THIRD, predictable to say the least, but actually being it predictable was no excuse to me in liking movies, because I don't seem to care if it's predictable, unless it's way over the top.   FOURTH, how Heidi and Kike were reunited, so cheesy.   FIFTH, how the movie ended. It was a BAD, BAD ending. How Mr. Van der Linde's sudden approval to the mayor's election was because her daughter, knew how to throw the party ... BLAH, Blah. I was hoping that he wasn't that easy to accept it, the director might have just rushed it.   After all of this bashing of the bad stuff, the good stuff's are here to come. The movie was actually quite hilarious at some point with Maribel being clumsy in the kitchen and all, Heidi's attitude, Valentina being poetic with words. What I really also like about it was the song that Valentina made with her girl friend. That's all, and for the other stuffs that I haven't mentioned they were just soso."
103,"When I first saw this movie, I said to myself, "" Hey what the heck it sounds like a good movie, why not rent it? "". So yeah, I rented it and went back home to see it. When I inserted it in my DVD player I was shocked. Well FIRST of all, no one told me it was a Mexican movie and was spoken in Spanish, good thing it had subtitles. SECOND, it was nude, nude NUDE! Since I have no background whatsoever in Mexican movies, you could see my shock when I saw it.* GASP! Covering virgin eyes, NOO* THIRD, predictable to say the least, but actually being it predictable was no excuse to me in liking movies, because I don't seem to care if it's predictable, unless it's way over the top. FOURTH, how Heidi and Kike were reunited, so cheesy. FIFTH, how the movie ended. It was a BAD, BAD ending. How Mr. Van der Linde's sudden approval to the mayor's election was because her daughter, knew how to throw the party ... BLAH, Blah. I was hoping that he wasn't that easy to accept it, the director might have just rushed it. After all of this bashing of the bad stuff, the good stuff's are here to come. The movie was actually quite hilarious at some point with Maribel being clumsy in the kitchen and all, Heidi's attitude, Pitsa being poetic with words. What I really also like about it was the song that Pitsa made with her girl friend. That's all, and for the other stuffs that I haven't mentioned they were just soso."
104,"When I first saw this movie, I said to myself, "" Hey what the heck it sounds like a good movie, why not rent it? "". So yeah, I rented it and went back home to see it. When I inserted it in my DVD player I was shocked. Well FIRST of all, no one told me it was a Mexican movie and was spoken in Spanish, good thing it had subtitles. SECOND, it was nude, nude NUDE! Since I have no background whatsoever in Mexican movies, you could see my shock when I saw it.* GASP! Covering virgin eyes, NOO* THIRD, predictable to say the least, but actually being it predictable was no excuse to me in liking movies, because I don't seem to care if it's predictable, unless it's way over the top. FOURTH, how Heidi and Kike were reunited, so cheesy. FIFTH, how the movie ended. It was a BAD, BAD ending. How Mr. Van der Linde's sudden approval to the mayor's election was because her daughter, knew how to throw the party ... BLAH, Blah. I was hoping that he wasn't that easy to accept it, the director might have just rushed it. After all of this bashing of the bad stuff, the good stuff's are here to come. The movie was actually quite hilarious at some point with Maribel being clumsy in the kitchen and all, Heidi's attitude, ﻿Giulia being poetic with words. What I really also like about it was the song that ﻿Giulia made with her girl friend. That's all, and for the other stuffs that I haven't mentioned they were just soso."
105,"This is species already hatching into a beautiful model ( Mathilda May). A smashing baby with an urge to kiss and kill! The movie begins with a strong launch, and infected by a borevirus throughout the middle to end. The weakest spot is the presentation of the basic plot/ story. As you should have compared it, Natasha Henstridge's Species got the same plot, but adds up much interesting side plot and not mentioning good actions and strong clymatic ending. This explain why Patrick Stewart joins the fleet of enterprise in Star Trek Next Generation; he wanted to find more models in glass cage, floating inside HalleyComet. A must see for a science fiction fans."
106,"This is species already hatching into a beautiful model ( Mathilda May). A smashing baby with an urge to kiss and kill! The movie begins with a strong launch, and infected by a borevirus throughout the middle to end. The weakest spot is the presentation of the basic plot/ story. As you should have compared it, Natasha Henstridge's Species got the same plot, but adds up much interesting side plot and not mentioning good actions and strong clymatic ending. This explain why Christop joins the fleet of enterprise in Star Trek Next Generation; he wanted to find more models in glass cage, floating inside HalleyComet. A must see for a science fiction fans."
107,"This is species already hatching into a beautiful model ( Mathilda May). A smashing baby with an urge to kiss and kill! The movie begins with a strong launch, and infected by a borevirus throughout the middle to end. The weakest spot is the presentation of the basic plot/ story. As you should have compared it, Natasha Henstridge's Species got the same plot, but adds up much interesting side plot and not mentioning good actions and strong clymatic ending. This explain why Jivavijaya joins the fleet of enterprise in Star Trek Next Generation; he wanted to find more models in glass cage, floating inside HalleyComet. A must see for a science fiction fans."
108,"I was quite impressed with this movie as a child of eight or nine. The gangsters seemed very real and threatening to me, and I could see why people would have been afraid of someone like Dillinger. Seeing it as an adult, it seemed almost comical, owing to the overdone narration and jarring details like Thirties gangsters driving cars that looked like they were from the Fifties. There is a certain gritty, unglamorous reality to the way the criminals are portrayed, but the overall effect is more like a bad soap opera. The most memorable and most unintentionally funny bit that sticks with me is the scene where Ma Barker and her sons are shooting it out with the FBI and the sons are killed. The narrator says something like "" Perhaps in that moment, for the only time in her life, Ma Barker became a real mother "". This is meant to be a moment of great tragedy and pathos, as Ma finally realizes how she's destroyed her family out of her own greed, but instead, it provokes laughter. A very odd film that is rarely shown anywhere these days. Gangster movie buffs might enjoy it, but more as a curiosity than a real movie."
109,"I was quite impressed with this movie as a child of eight or nine. The gangsters seemed very real and threatening to me, and I could see why people would have been afraid of someone like Dillinger. Seeing it as an adult, it seemed almost comical, owing to the overdone narration and jarring details like Thirties gangsters driving cars that looked like they were from the Fifties. There is a certain gritty, unglamorous reality to the way the criminals are portrayed, but the overall effect is more like a bad soap opera. The most memorable and most unintentionally funny bit that sticks with me is the scene where Jaguś and her sons are shooting it out with the FBI and the sons are killed. The narrator says something like "" Perhaps in that moment, for the only time in her life, Jaguś became a real mother "". This is meant to be a moment of great tragedy and pathos, as Ma finally realizes how she 's destroyed her family out of her own greed, but instead, it provokes laughter. A very odd film that is rarely shown anywhere these days. Gangster movie buffs might enjoy it, but more as a curiosity than a real movie."
110,"I was quite impressed with this movie as a child of eight or nine. The gangsters seemed very real and threatening to me, and I could see why people would have been afraid of someone like Dillinger. Seeing it as an adult, it seemed almost comical, owing to the overdone narration and jarring details like Thirties gangsters driving cars that looked like they were from the Fifties. There is a certain gritty, unglamorous reality to the way the criminals are portrayed, but the overall effect is more like a bad soap opera. The most memorable and most unintentionally funny bit that sticks with me is the scene where Sânziana and her sons are shooting it out with the FBI and the sons are killed. The narrator says something like "" Perhaps in that moment, for the only time in her life, Sânziana became a real mother "". This is meant to be a moment of great tragedy and pathos, as Ma finally realizes how she 's destroyed her family out of her own greed, but instead, it provokes laughter. A very odd film that is rarely shown anywhere these days. Gangster movie buffs might enjoy it, but more as a curiosity than a real movie."
111,"It seems ever since 1982, about every two or three years we get a movie that claims to be "" The Next Officer and a Gentleman. "" There has yet to be one movie that has lived up to this claim and this movie is no different. We get the usual ripped off scenes from OAAG ( "" I want you DOR, "" the instructor gives the Richard Gere character his overdose of drills in hopes he'll quit, the Gere character comes back for the girl, the Gere character realizes the instructor is great, etc.) and this movie is as predictable as the sun rising in the East and is horribly miscast on top. Costner plays his usual "" wise teacher "" character, the only character he can play, and you really get a sense of his limited acting abilities here. Kutcher is terrible in the Richard Gere character, just miscast with acting skills barely a notch above Keanu Reeves. The main problem with this OAAG wannabe is the two main characters are so amazingly onedimensional, you never care for either in the least and when Kutcher's character finally turns around ( just like Gere did in OAAG) you just go "" so what? The movie leaves no plot point unturned and seems to never end as if to say "" oh wait, we forgot to close out the girlfriend story, or the what happens after he graduates story, or the other six plot points in the movie ... "" What's more baffling is the great "" reviews "" I see here. The general public's opinions never cease to amaze me."
