prediction,original
0,"This one is one of those classic B movie following the exploits of 2 hobos. It's done really cheesily and Big Stupid running off oneliners like a cardboard cassanova. But Jack Elam steals every scene he's in as the creepazoid Jesse ( now Jerome!). My favorite scene is the lynch mob and the dad's voice going up 10 octaves ( "" You loved her? ""). Danny, Big Stupid's protege, is surprisingly stupider, but not as loathsome as our lead star. There's also a quaint scene of a guy pimping at the diner. Joyce Meadows is the sweet, naive nice gal and probably the least annoying. And those yellow ruffles ( RAWR!). Oh, and booze is evil according to Mr. Stupid. This movie's a hoot. Watch the MST cover of this and Crow's terrific Elam homage!"
0,"This picture was released in May of 1979 starring Playboy Playmate Susan Kiger as Honey Shayne, Playboy Playmate Lisa London as O'Hara and Playboy Playmate Pamela Jean Bryant as Terri Lynn. In one of the most delicious sec comedies in drivein history a bevy of bouncing young lovelies all come together in a tale of battling bikinied sorority sisters who will stop at nothing to bare everything. So what does H.O.T.S really stand for? You're going to have to watch the movie to get the answer. You see, the girls are having there problems with the society girls on campus that make them out to be nothing but sex craved maniacs. Therefore, the girls set out to discredit the society girls no matter what they have to do to get the job done. In addition, cut up in this mess is the Dean of the college who wants to dismantle the group of girls before they grow out of control. I loved this movie especially Lisa London. I thought her acting was fantastic and I'm disappointed that she didn't get other acting jobs. Based on the three playmates alone I give this movie 10 weasel stars."
1,"This picture was released in May of 1979 starring Playboy Playmate Susan Kiger as Honey Shayne, Playboy Playmate Lisa London as O'Hara and Playboy Playmate Pamela Jean Bryant as Terri Lynn. In one of the most delicious sec comedies in drivein history a bevy of bouncing young lovelies all come together in a tale of battling bikinied sorority sisters who will stop at nothing to bare everything. So what does H.O.T.S really stand for? You're going to have to watch the movie to get the answer. You see, the girls are having there problems with the society girls on campus that make them out to be nothing but sex craved maniacs. Therefore, the girls set out to discredit the society girls no matter what they have to do to get the job done. In addition, cut up in this mess is the Dean of the college who wants to dismantle the group of girls before they grow out of control. I loved this movie especially Lisa London. I thought her acting was fantastic and I'm disappointed that she didn't get other acting jobs. Based on the three playmates alone I give this movie 10 weasel stars."
1,"This series doesn't present the British view of the Revolutionary War, so much as an antiAmerican view of it. The underlying theme of the series is that a silent majority of colonists enjoyed British rule; that the founding fathers were manipulative schemers whose only goal was to draw Britain into a violent civil war; that the American supporters of the revolution and the militia were racist, violent louts, duped into the struggle. Clearly, the intent of the author, Richard Holmes, is for the viewer to extrapolate these characteristics, in a straight line, from the American population of 1775 to today. For example, in the episode "" The Shot Heard Around the World "" Holmes dredges up an obscure print of the Boston Massacre, in which he claims the skin of Crispus Attucks, a black man and the first man killed in the revolution, was purposely "" whited out "". Holmes claims that portraying Attucks as a black man would have been bad propaganda for the revolutionary cause. Holmes never reveals how he knows this. And there's more. Holmes goes to some length to work in a single, unsubstantiated, atrocity: the desecration of the body of a British soldier. He compares the American militia to the Viet Cong and the mujahadeen -- without mentioning any differences in the goals of these groups. The list goes on. Supposedly, this series was made in response to Mel Gibson's "" The Patriot "". It says a lot when an academic feels the need to respond to Mel Gibson on any topic. Instead of presenting the British view, it seems Holmes really wanted to give a sensationalistic, antiAmerican view, and, in the process, he's made himself the Roger Corman of historians -- strictly thirdrate schlock."
0,"This series doesn't present the British view of the Revolutionary War, so much as an antiAmerican view of it. The underlying theme of the series is that a silent majority of colonists enjoyed British rule; that the founding fathers were manipulative schemers whose only goal was to draw Britain into a violent civil war; that the American supporters of the revolution and the militia were racist, violent louts, duped into the struggle. Clearly, the intent of the author, Richard Holmes, is for the viewer to extrapolate these characteristics, in a straight line, from the American population of 1775 to today. For example, in the episode "" The Shot Heard Around the World "" Holmes dredges up an obscure print of the Boston Massacre, in which he claims the skin of Crispus Attucks, a black man and the first man killed in the revolution, was purposely "" whited out "". Holmes claims that portraying Attucks as a black man would have been bad propaganda for the revolutionary cause. Holmes never reveals how he knows this. And there's more. Holmes goes to some length to work in a single, unsubstantiated, atrocity: the desecration of the body of a British soldier. He compares the American militia to the Viet Cong and the mujahadeen -- without mentioning any differences in the goals of these groups. The list goes on. Supposedly, this series was made in response to Mel Gibson's "" The Patriot "". It says a lot when an academic feels the need to respond to Mel Gibson on any topic. Instead of presenting the British view, it seems Holmes really wanted to give a sensationalistic, antiAmerican view, and, in the process, he's made himself the Roger Corman of historians -- strictly thirdrate schlock."
1,"This was the first directing job by Sebastian Gutierrez, the writer of Snakes on a Plane and Gothika. Anyone who has read my reviews knows that I love capers, and this was a doozy. A kidnapping and a woman shot in the process. The FBI has Emma Thompson on the kidnapping case and the Police Chief ( Roscoe Lee Browne) assigns Alan Rickman to solve the murder, which happens to be a Senator's ( Hal Holbrook) wife. These two make an outstanding pair as they work together. The kidnappers/ murderers have lovers Simon Baker ( Land of the Dead) and the ultra hot Carla Gugino ( Sin City), along with a couple of partners. They kidnapped a hotshot computer mogul and they run his accountant all over town before they get the dough. Things go fast from there as new twists and turns are brought in. The whole thing is brilliant and definitely a "" piss in your pants because you can't go to the bathroom or you'll miss something "" thrill. Now, to be completely honest, I would have given this movie a 10 if there had been more of the movie the security guard was watching in the opening. I would have loved to see more of Beverly Hotsprings and Yvette Lera, but, hey, that wasn't part of the caper; just icing on the cake. Thompson and Rickman should definitely make more movies together. One treat: Agent Hawkins: So fill me in. Detective Friedman: That remark could be misconstrued as sexual harassment, Agent Hawkins. Agent Hawkins: Let's get it out of the way then: you've never worked under a female superior before. I got to where I am by pushing paper and playing niceI've never actually fired a gun before, I'm only in this job to prove to my father I'm not a coward. I give decent head, so I got promoted before all the worthy candidates, all of them men, all of them equally gifted at fellatio but there was a gender quota to fill. I'm also stupid and idealistic; you are hard and cynical, and usually right. I am secretly in love with you but I have a hard time showing it. Did I skip anything? Damn, that's great dialog! Gutierrez not only directs a great movie, but he can write too! And, did I say Carla Gugino was hot? Put this on your list."
0,"This was the first directing job by Sebastian Gutierrez, the writer of Snakes on a Plane and Gothika. Anyone who has read my reviews knows that I love capers, and this was a doozy. A kidnapping and a woman shot in the process. The FBI has Emma Thompson on the kidnapping case and the Police Chief ( Roscoe Lee Browne) assigns Alan Rickman to solve the murder, which happens to be a Senator's ( Hal Holbrook) wife. These two make an outstanding pair as they work together. The kidnappers/ murderers have lovers Simon Baker ( Land of the Dead) and the ultra hot Carla Gugino ( Sin City), along with a couple of partners. They kidnapped a hotshot computer mogul and they run his accountant all over town before they get the dough. Things go fast from there as new twists and turns are brought in. The whole thing is brilliant and definitely a "" piss in your pants because you can't go to the bathroom or you'll miss something "" thrill. Now, to be completely honest, I would have given this movie a 10 if there had been more of the movie the security guard was watching in the opening. I would have loved to see more of Beverly Hotsprings and Yvette Lera, but, hey, that wasn't part of the caper; just icing on the cake. Thompson and Rickman should definitely make more movies together. One treat: Agent Hawkins: So fill me in. Detective Friedman: That remark could be misconstrued as sexual harassment, Agent Hawkins. Agent Hawkins: Let's get it out of the way then: you've never worked under a female superior before. I got to where I am by pushing paper and playing niceI've never actually fired a gun before, I'm only in this job to prove to my father I'm not a coward. I give decent head, so I got promoted before all the worthy candidates, all of them men, all of them equally gifted at fellatio but there was a gender quota to fill. I'm also stupid and idealistic; you are hard and cynical, and usually right. I am secretly in love with you but I have a hard time showing it. Did I skip anything? Damn, that's great dialog! Gutierrez not only directs a great movie, but he can write too! And, did I say Carla Gugino was hot? Put this on your list."
0,"This, ladies and gentlemen, is truly a modern Bmovie. The dialog is stilted and delivered with wooden rigidity, the premise is predictable ( there are a few decent twists) and characters remain 2D for most of it. And yet there is a certain ... charm. WWE wrestler Kane brings to life the sick, twisted monster of a man with a lot of pathos ( though it is somewhat like his character that he's been playing around ten years) and so I'll find it quite amusing when people say it's "" not much of a reach for him, "" but Glen Jacobs is, apparently, quite the nice guy, so actually it is. In any event, he's cast perfectly as the hulking brute and the deaths are suitably over the top ( Jason would be proud), but I heard at least four applause breaks for four different kills scenes. Frankly go into this movie thinking that you'll have some fun and a gorefest, oh it is QUITE the gorefest. The Rrating IS richly deserved and I actually got a little nauseous during some of the more graphic times. In any event, a very, very fun, but fairly bad, movie."
1,"This, ladies and gentlemen, is truly a modern Bmovie. The dialog is stilted and delivered with wooden rigidity, the premise is predictable ( there are a few decent twists) and characters remain 2D for most of it. And yet there is a certain ... charm. WWE wrestler Kane brings to life the sick, twisted monster of a man with a lot of pathos ( though it is somewhat like his character that he's been playing around ten years) and so I'll find it quite amusing when people say it's "" not much of a reach for him, "" but Glen Jacobs is, apparently, quite the nice guy, so actually it is. In any event, he's cast perfectly as the hulking brute and the deaths are suitably over the top ( Jason would be proud), but I heard at least four applause breaks for four different kills scenes. Frankly go into this movie thinking that you'll have some fun and a gorefest, oh it is QUITE the gorefest. The Rrating IS richly deserved and I actually got a little nauseous during some of the more graphic times. In any event, a very, very fun, but fairly bad, movie."
0,"To be brief, the story is paper thin and you can see the ending coming from a mile away, but Gene Kelly, Rita Hayworth, and an impossibly young Phil Silvers keep the movie afloat throughout and at times lift it right up into the air. A few of the songs are terrible clunkers ( "" Poor John "" is a train wreck) but most of them are great fun, and the scene of Hayworth performing on the absurdly huge set for Kelly's rival has to be seen to be believed. Another treat is the perfect fauxNYC sets in the best Hollywood tradition. Another attraction, if you consider such things attractions, is the howlingly awful male "" chivalry "" toward women. The oily leering and transparent obsequiousness that passed for male charm back then ( in the movies, at least) is presented in its most lurid form here. Some of the men are about like a cartoon wolf. One minor disappointment is Eve Arden trapped in a role so minor that she barely has a chance to do anything. I can imagine a lot of potential comic interplay between her and Silvers -- a missed opportunity."
1,"To be brief, the story is paper thin and you can see the ending coming from a mile away, but Gene Kelly, Rita Hayworth, and an impossibly young Phil Silvers keep the movie afloat throughout and at times lift it right up into the air. A few of the songs are terrible clunkers ( "" Poor John "" is a train wreck) but most of them are great fun, and the scene of Hayworth performing on the absurdly huge set for Kelly's rival has to be seen to be believed. Another treat is the perfect fauxNYC sets in the best Hollywood tradition. Another attraction, if you consider such things attractions, is the howlingly awful male "" chivalry "" toward women. The oily leering and transparent obsequiousness that passed for male charm back then ( in the movies, at least) is presented in its most lurid form here. Some of the men are about like a cartoon wolf. One minor disappointment is Eve Arden trapped in a role so minor that she barely has a chance to do anything. I can imagine a lot of potential comic interplay between her and Silvers -- a missed opportunity."
1,"Ugly, heartless Hollywood crap that expects nothing but ugliness and heartlessness from its audience. The scenes WITHOUT Spacey reveal how truly awful the film really is. But the scenes WITH Spacey are just so entertaining that you hang on in there right to the end. Yes, he could play this part in his sleep but he does it so well, he's such a joy to watch, so believable and marvellously monstrous. Enjoy it for his performance, but don't expect anything else from this movie. If you want to see a great film about the evils of modern Hollywood, check out Robert Altman's "" The Player "". This sad little potboiler is not remotely in the same league."
0,"Ugly, heartless Hollywood crap that expects nothing but ugliness and heartlessness from its audience. The scenes WITHOUT Spacey reveal how truly awful the film really is. But the scenes WITH Spacey are just so entertaining that you hang on in there right to the end. Yes, he could play this part in his sleep but he does it so well, he's such a joy to watch, so believable and marvellously monstrous. Enjoy it for his performance, but don't expect anything else from this movie. If you want to see a great film about the evils of modern Hollywood, check out Robert Altman's "" The Player "". This sad little potboiler is not remotely in the same league."
0,"Um, hello .. Rainbow Brite .. the name alone is hard to take it seriously, like she could be the cousin of Strawberry Shortcake .. but when you're a kid, this is definitely serious stuff. So, there's this vile, snotty, spoiled girl and she wants Rainbow Brites belt, amongst other things, ie the light of the whole universe, and Rainbow Brite and her friend Cris are bound and determined to stop her. As I remember, Murky and Lurky had a minor role in this production. Maybe they wanted too much money? So anyway, snotty, evil girl has a powerful jewel and she channels it's power to take Rainbow's belt .. imagine? But somehow, Rainbow gets her belt back and reenergizes it with "" star sprinkles "" and kicks the bad girls ' butt with the help of Cris and his prism bracelet, and they also save the whole universe in the process. So good triumphs over evil, niceness triumphs over rudeness, and Rainbow Brite and the Color Kids are once again safe to spread color and joy for all mankind."
1,"Um, hello .. Rainbow Brite .. the name alone is hard to take it seriously, like she could be the cousin of Strawberry Shortcake .. but when you're a kid, this is definitely serious stuff. So, there's this vile, snotty, spoiled girl and she wants Rainbow Brites belt, amongst other things, ie the light of the whole universe, and Rainbow Brite and her friend Cris are bound and determined to stop her. As I remember, Murky and Lurky had a minor role in this production. Maybe they wanted too much money? So anyway, snotty, evil girl has a powerful jewel and she channels it's power to take Rainbow's belt .. imagine? But somehow, Rainbow gets her belt back and reenergizes it with "" star sprinkles "" and kicks the bad girls ' butt with the help of Cris and his prism bracelet, and they also save the whole universe in the process. So good triumphs over evil, niceness triumphs over rudeness, and Rainbow Brite and the Color Kids are once again safe to spread color and joy for all mankind."
0,"WHENEVER an idea was successful during those "" Golden Days "" of the Silent Movies, you could bet your bottom dollar that it would be repeated; although "" Reworking "" is the term that is used. Of course one could make the argument that this reworking business has never left us, for success in the Movies or TV always leads to a trend; with all competing parties vying to come up with their own version of said hit Movie or TV Program. TO this last premise we strongly disagree; for this is copycatting or plagiarism, plain and simple. THIS, the last Silent Laurel & Hardy Short, surely must have been quite well received; for ANGORA LOVE ( Hal Roach/ MGM, 1929) was reworked on the Roach Lot, not once, but twice over the next three years. We were treated to LAUGHING GRAVY ( Roach/ MGM, 1931), in which the Goat was replaced with a cute, little puppydog. Also, the weather is transformed into the dead of Winter, in the middle of a blizzard. They also made other lineup changes with substituting Landlord Edgar Kennedy with Landlord Charlie Hall. THE second reworking of the hidden animal premise is the 3 Reeler, THE CHIMP ( Roach/ MGM, 1932), which substituted a female ape from a dissolved and defunct Circus, to which Stan and Babe were former employees. The Circus paid off its employees with their assets and the Boys received the Chimpanzee as their final payday. BACK to our original ' victim ', today's subject, ANGORA LOVE. Recomember? THE short starts off simply enough. The boys encounter the Goat on the street and the Nanny in return follows them back to their rooming house; after Stan feeds a doughnut to her. The comic moments that follow are generated with the interplay between L & H and slowburn exponent, Edgar Kennedy, their Landlord. The incident's impact is amplified by having the interplay occur at night. And as luck would have it; their room is situated directly above the Landlord's quarters. IN addition to the noise, the bathing of the goat, its odor and Landlord Edgar's suspicions about Laurel & Hardy's having another person illegally in the room; we were most amused by a little throwaway gag, which may well have been missed by the Censors. While admonishing the boys about the noise they'd been making and reminding them of the house rules about any unauthorized person's being in there overnight, regardless of their sex. ITS camera shot is made from inside The Boy's room, over their shoulder. With Edgar in the hall and facing them, he warns; "" Remember, this is a respectable establishment! "" Just as he says this, a lady clad in evening clothes walks across and behind the Landlord; followed by a uniformed Sailor, who cocks his hat forward as they pass! POODLE SCHNITZ!!"
1,"WHENEVER an idea was successful during those "" Golden Days "" of the Silent Movies, you could bet your bottom dollar that it would be repeated; although "" Reworking "" is the term that is used. Of course one could make the argument that this reworking business has never left us, for success in the Movies or TV always leads to a trend; with all competing parties vying to come up with their own version of said hit Movie or TV Program. TO this last premise we strongly disagree; for this is copycatting or plagiarism, plain and simple. THIS, the last Silent Laurel & Hardy Short, surely must have been quite well received; for ANGORA LOVE ( Hal Roach/ MGM, 1929) was reworked on the Roach Lot, not once, but twice over the next three years. We were treated to LAUGHING GRAVY ( Roach/ MGM, 1931), in which the Goat was replaced with a cute, little puppydog. Also, the weather is transformed into the dead of Winter, in the middle of a blizzard. They also made other lineup changes with substituting Landlord Edgar Kennedy with Landlord Charlie Hall. THE second reworking of the hidden animal premise is the 3 Reeler, THE CHIMP ( Roach/ MGM, 1932), which substituted a female ape from a dissolved and defunct Circus, to which Stan and Babe were former employees. The Circus paid off its employees with their assets and the Boys received the Chimpanzee as their final payday. BACK to our original ' victim ', today's subject, ANGORA LOVE. Recomember? THE short starts off simply enough. The boys encounter the Goat on the street and the Nanny in return follows them back to their rooming house; after Stan feeds a doughnut to her. The comic moments that follow are generated with the interplay between L & H and slowburn exponent, Edgar Kennedy, their Landlord. The incident's impact is amplified by having the interplay occur at night. And as luck would have it; their room is situated directly above the Landlord's quarters. IN addition to the noise, the bathing of the goat, its odor and Landlord Edgar's suspicions about Laurel & Hardy's having another person illegally in the room; we were most amused by a little throwaway gag, which may well have been missed by the Censors. While admonishing the boys about the noise they'd been making and reminding them of the house rules about any unauthorized person's being in there overnight, regardless of their sex. ITS camera shot is made from inside The Boy's room, over their shoulder. With Edgar in the hall and facing them, he warns; "" Remember, this is a respectable establishment! "" Just as he says this, a lady clad in evening clothes walks across and behind the Landlord; followed by a uniformed Sailor, who cocks his hat forward as they pass! POODLE SCHNITZ!!"
0,"Watching Showtime I got the impression that the producers got the idea to put Robert DeNiro and Eddie Murphy just for the sake of having a film that costarred the two of them. Other than that I can't think of a reason to justify the film's existence. Not that it isn't amusing in spots, it certainly is, but the concept is so completely ludicrous that the laughs are somewhat muted. The thing that really got me was Eddie Murphy's character. I can't seem to wrap my mind around the concept of someone being a police officer as strictly a day job. When I was working person at New York State Crime Victims Board I had to deal with all kinds of cops and they ran the gamut between the really dedicated and some real slugs, but I can't think of one who thought that this was just something I do until I get my career going in an area far afield. I mean, can you really see Eddie Murphy or anyone else going through the rigors of the real Police Academy, not the screen version, just to get a day job? Anyway DeNiro is your basic hard working detective who's on the trail of a major gun dealer. He's undercover and Murphy is part of his backup. So what does the showboating Murphy do, he calls a reality based TV series like COPS to film the action.   So DeNiro's bust gets blown sky high, but the producer of the show gets some good footage of Murphy and DeNiro and decides on a new reality based television series. So these unwilling partners get joined and try to continue working DeNiro's case with all the TV cameras around. Eddie Murphy's a funny guy, I loved him in Beverly Hills Cop and in the Doctor Doolittle movies, but he's done better things than Showtime and Robert DeNiro certainly has.   I guess Murphy wanted a chance to work with DeNiro and DeNiro must have gotten one hefty paycheck to do this film."
1,"Watching Showtime I got the impression that the producers got the idea to put Robert DeNiro and Eddie Murphy just for the sake of having a film that costarred the two of them. Other than that I can't think of a reason to justify the film's existence. Not that it isn't amusing in spots, it certainly is, but the concept is so completely ludicrous that the laughs are somewhat muted. The thing that really got me was Eddie Murphy's character. I can't seem to wrap my mind around the concept of someone being a police officer as strictly a day job. When I was working person at New York State Crime Victims Board I had to deal with all kinds of cops and they ran the gamut between the really dedicated and some real slugs, but I can't think of one who thought that this was just something I do until I get my career going in an area far afield. I mean, can you really see Eddie Murphy or anyone else going through the rigors of the real Police Academy, not the screen version, just to get a day job? Anyway DeNiro is your basic hard working detective who's on the trail of a major gun dealer. He's undercover and Murphy is part of his backup. So what does the showboating Murphy do, he calls a reality based TV series like COPS to film the action.   So DeNiro's bust gets blown sky high, but the producer of the show gets some good footage of Murphy and DeNiro and decides on a new reality based television series. So these unwilling partners get joined and try to continue working DeNiro's case with all the TV cameras around. Eddie Murphy's a funny guy, I loved him in Beverly Hills Cop and in the Doctor Doolittle movies, but he's done better things than Showtime and Robert DeNiro certainly has.   I guess Murphy wanted a chance to work with DeNiro and DeNiro must have gotten one hefty paycheck to do this film."
0,"Well, I have to say, this movie was probably the funniest movie I have seen all year. And I don't exactly mean that in a good way. This is probably the most pathetic movie I have seen in a while, and yet that's what makes it so hilarious. you can tell these people are really trying to act, unfortunately for them they aren't doing such a good job, making it so even lines delivered in what is supposed to be a serious tone come out sounding really funny. Aaron Carter is essentially playing a character quite similar to himself in real life, and still he manages to make the character seem corny and not at all realistic. This movie is one of those movies where everything that is supposed to sound serious comes out really funny and all the things that are supposed to be funny are just so stupid and corny that you have to laugh because you know how hard they are trying. This movie is so bad, it's actually good. I would definitely recommend it if your in the mood for a good laugh."
1,"Well, I have to say, this movie was probably the funniest movie I have seen all year. And I don't exactly mean that in a good way. This is probably the most pathetic movie I have seen in a while, and yet that's what makes it so hilarious. you can tell these people are really trying to act, unfortunately for them they aren't doing such a good job, making it so even lines delivered in what is supposed to be a serious tone come out sounding really funny. Aaron Carter is essentially playing a character quite similar to himself in real life, and still he manages to make the character seem corny and not at all realistic. This movie is one of those movies where everything that is supposed to sound serious comes out really funny and all the things that are supposed to be funny are just so stupid and corny that you have to laugh because you know how hard they are trying. This movie is so bad, it's actually good. I would definitely recommend it if your in the mood for a good laugh."
0,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Charlize Theron is good and Ed Norton could be more as he's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it."
1,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Charlize Theron is good and Ed Norton could be more as he's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it."
0,"What a fine film! Unfortunately, being 1947, the movie script couldn't have followed the book from which it was adapted, but the murder of a homosexual would have been too hot to handle in that era. I thought all of the performances were outstanding, as well as the script, direction, brilliant black and white cinematography, music and film noir atmosphere. I do understand that in 1947 the film couldn't portray racism against blacks or prejudice against homosexuals. ( Robert Young's account of prejudice against his grandfather who was Irish and who endured this racism 100 years ago was pretty lame, but the times dictated that the film avoid a further examination of racism.)   I do have one observation and one question to ask the viewer: 1. Did you notice that Robert Young didn't aim his gun when he shot and killed Robert Ryan who was running fast in the dark and Young shot from an upper story window into the dark without aiming? 2. If Robert Young's grandfather was killed 100 years ago in 1847 ( the film was made in 1947) and Young was 40 years old, the time line would not be logical. If the grandfather had been killed 50 years ago then the time frame would be realistic."
1,"What a fine film! Unfortunately, being 1947, the movie script couldn't have followed the book from which it was adapted, but the murder of a homosexual would have been too hot to handle in that era. I thought all of the performances were outstanding, as well as the script, direction, brilliant black and white cinematography, music and film noir atmosphere. I do understand that in 1947 the film couldn't portray racism against blacks or prejudice against homosexuals. ( Robert Young's account of prejudice against his grandfather who was Irish and who endured this racism 100 years ago was pretty lame, but the times dictated that the film avoid a further examination of racism.)   I do have one observation and one question to ask the viewer: 1. Did you notice that Robert Young didn't aim his gun when he shot and killed Robert Ryan who was running fast in the dark and Young shot from an upper story window into the dark without aiming? 2. If Robert Young's grandfather was killed 100 years ago in 1847 ( the film was made in 1947) and Young was 40 years old, the time line would not be logical. If the grandfather had been killed 50 years ago then the time frame would be realistic."
1,"What a surprise this film was. I've seen a good few of Fulci's horror and zombie flicks and was amazed that this was by the same director. He also wrote the screen play which shows that the chap was quite capable of crafting a detailed, complex story line. The dubbing on this is not good, but far from the appalling slop that only further hinders later howlers like ' Manhattan Baby '. The photography in this film is fantastic. A strange, almost futuristic highway appears throughout the film which focuses on a small town where young boys are being murdered. A scene involving the beating of a woman is uncomfortable to watch, yet refreshing in comparison to usual cinema violence.   What went wrong Lucio? Perhaps there is a strong case to suggest he had reached his peak with this film, and it slowly went downhill after that."
0,"What a surprise this film was. I've seen a good few of Fulci's horror and zombie flicks and was amazed that this was by the same director. He also wrote the screen play which shows that the chap was quite capable of crafting a detailed, complex story line. The dubbing on this is not good, but far from the appalling slop that only further hinders later howlers like ' Manhattan Baby '. The photography in this film is fantastic. A strange, almost futuristic highway appears throughout the film which focuses on a small town where young boys are being murdered. A scene involving the beating of a woman is uncomfortable to watch, yet refreshing in comparison to usual cinema violence.   What went wrong Lucio? Perhaps there is a strong case to suggest he had reached his peak with this film, and it slowly went downhill after that."
0,"What is he supposed to be? He was a kid in the past, ... and the future? This movie had a lot of problems. Is he a ghost, or just a strong kid. Man, ... what a piece of crap. I'm still confused. Also, is he supposed to be an abortion? Strange. Very strange. This movie will mess with your mind, ... and it's not very scary, ... just confusing. Why was he, ... Where did, ... What was the, ... oh, who cares, ... Milo isn't worth it, ... My score: 10"
1,"What is he supposed to be? He was a kid in the past, ... and the future? This movie had a lot of problems. Is he a ghost, or just a strong kid. Man, ... what a piece of crap. I'm still confused. Also, is he supposed to be an abortion? Strange. Very strange. This movie will mess with your mind, ... and it's not very scary, ... just confusing. Why was he, ... Where did, ... What was the, ... oh, who cares, ... Milo isn't worth it, ... My score: 10"
1,"When I first saw this movie, I said to myself, "" Hey what the heck it sounds like a good movie, why not rent it? "". So yeah, I rented it and went back home to see it. When I inserted it in my DVD player I was shocked. Well FIRST of all, no one told me it was a Mexican movie and was spoken in Spanish, good thing it had subtitles. SECOND, it was nude, nude NUDE! Since I have no background whatsoever in Mexican movies, you could see my shock when I saw it.* GASP! Covering virgin eyes, NOO* THIRD, predictable to say the least, but actually being it predictable was no excuse to me in liking movies, because I don't seem to care if it's predictable, unless it's way over the top.   FOURTH, how Heidi and Kike were reunited, so cheesy.   FIFTH, how the movie ended. It was a BAD, BAD ending. How Mr. Van der Linde's sudden approval to the mayor's election was because her daughter, knew how to throw the party ... BLAH, Blah. I was hoping that he wasn't that easy to accept it, the director might have just rushed it.   After all of this bashing of the bad stuff, the good stuff's are here to come. The movie was actually quite hilarious at some point with Maribel being clumsy in the kitchen and all, Heidi's attitude, Valentina being poetic with words. What I really also like about it was the song that Valentina made with her girl friend. That's all, and for the other stuffs that I haven't mentioned they were just soso."
0,"When I first saw this movie, I said to myself, "" Hey what the heck it sounds like a good movie, why not rent it? "". So yeah, I rented it and went back home to see it. When I inserted it in my DVD player I was shocked. Well FIRST of all, no one told me it was a Mexican movie and was spoken in Spanish, good thing it had subtitles. SECOND, it was nude, nude NUDE! Since I have no background whatsoever in Mexican movies, you could see my shock when I saw it.* GASP! Covering virgin eyes, NOO* THIRD, predictable to say the least, but actually being it predictable was no excuse to me in liking movies, because I don't seem to care if it's predictable, unless it's way over the top.   FOURTH, how Heidi and Kike were reunited, so cheesy.   FIFTH, how the movie ended. It was a BAD, BAD ending. How Mr. Van der Linde's sudden approval to the mayor's election was because her daughter, knew how to throw the party ... BLAH, Blah. I was hoping that he wasn't that easy to accept it, the director might have just rushed it.   After all of this bashing of the bad stuff, the good stuff's are here to come. The movie was actually quite hilarious at some point with Maribel being clumsy in the kitchen and all, Heidi's attitude, Valentina being poetic with words. What I really also like about it was the song that Valentina made with her girl friend. That's all, and for the other stuffs that I haven't mentioned they were just soso."
